"link","study","analysis","maxOffStimulusFixations","minVisitDuration","participant","visitCount","visitDurations","visitDurationsMin","visitDurationsMax","visitDurationsSum","visitDurationsMean","visitDurationsMedian","visitDurationsVariance","visitDurationsStandardDeviation","visitDurationsSkewness","visitDurationsKurtosis","visitTimestamps","visitDurationsPerStimulus","visitCountsPerStimulus","fixationCount","fixationFrequency","# Errors","Age","Card Rotation Score","Composite Spatial Cognition Score","Cube Comparison Score","Direct Work %","Engineering Drawings Training","Indirect Work %","Rework %","Work Experience","experimentTime"
"http://localhost:3000/studies/NGtdmLym9wWPN6xdZ/analyses/QF7ZvFbkPnTA2g5qk/e34N4tRYB3rzoeNxb/K2XfFEHBfMGAGineu/1","Pipe Spool Assembly Task","Analysis",2,0,"Participant 01",241,"8.264,5.692,1.643,2.921,2.738,2.97,1.112,1.925,4.763,28.693,1.227,13.028,30.685,26.138,16.744,0.697,10.157,3.701,1.477,0.746,4.016,1.278,3.684,5.394,16.595,10.389,6.223,5.626,7.601,3.352,21.159,1.477,7.252,5.393,1.411,2.042,4,7.104,0.681,8.198,3.004,1.56,9.244,7.567,8.928,21.009,1.012,2.074,3.452,3.07,8.564,2.008,2.324,0.647,4.962,5.941,1.725,0.897,1.161,0.415,2.705,2.456,3.12,4.481,9.394,3.303,5.061,2.074,9.327,2.257,3.501,0.581,13.011,1.609,15.633,11.915,1.211,7.866,3.319,2.539,15.682,7.103,4.199,0.498,2.009,5.493,5.825,2.971,3.319,2.29,3.352,1.245,4.912,6.472,4.265,3.386,2.855,3.436,1.593,1.974,0.365,1.228,1.593,10.919,6.921,3.352,1.593,2.108,6.688,2.29,4.016,5.377,0.564,6.771,2.158,1.992,1.029,1.925,2.589,7.385,6.671,1.527,8.182,2.09,5.377,3.302,2.456,2.622,4.215,3.917,0.316,1.343,3.352,13.641,0.597,2.755,7.601,0.249,1.095,1.477,2.058,1.593,1.162,10.156,4.398,1.776,0.863,4.099,1.527,0.548,6.704,10.289,1.892,1.212,1.245,3.817,1.078,1.693,3.352,3.17,3.236,5.177,2.14,6.737,3.219,9.907,1.295,1.443,2.987,3.121,1.345,2.837,4.514,3.054,6.688,1.477,2.954,1.278,1.843,1.494,1.128,3.036,4.049,1.593,0.846,3.203,0.597,3.187,2.672,0.963,5.144,0.614,0.465,7.435,2.008,5.526,2.224,1.079,0.531,3.7,0.597,1.012,1.626,3.95,18.287,1.062,2.772,0.829,2.589,1.809,1.078,0.598,2.838,1.743,1.925,2.986,7.916,0.464,1.113,2.988,1.162,2.92,4.282,11.036,0.647,18.072,2.473,5.161,5.493,8.016,3.552,3.667,0.647,4.448,4.281,2.605,0.315,5.477,0.581,1.826,0.979",0.249,30.685,1034.85,4.293983402489626,2.954,21.67307833997348,4.655435354504826,2.764789450070462,9.618516998514544,"[49.222,65.901,119.935,131.452,137.41,146.737,153.225,171.662,174.782,179.645,225.316,228.651,246.557,297.14,336.637,355.124,358.493,371.487,379.835,384.349,390.738,399.35,412.859,417.589,424.576,442.449,453.153,470.063,519.053,526.753,531.898,554.302,556.575,571.113,576.556,582.264,586.795,605.05,612.468,649.741,660.545,663.748,666.22,677.937,688.923,700.457,731.789,735.772,741.464,749.164,754.391,766.722,775.467,782.836,786.155,791.25,804.626,807.43,809.339,811.612,813.753,819.097,826.864,832.871,851.341,862.643,867.091,903.866,908.861,919.697,924.162,931.032,931.945,946.898,951.262,980.868,995.19,1000.799,1018.473,1026.887,1030.555,1047.88,1055.597,1063.463,1065.62,1069.553,1078.216,1084.672,1088.705,1093.219,1096.455,1101.184,1112.967,1117.946,1127.886,1137.063,1144.216,1150.19,1173.507,1177.125,1180.261,1196.242,1201.221,1230.031,1241.647,1249.497,1253.281,1255.554,1258.724,1266.175,1273.925,1280.663,1286.123,1286.77,1293.64,1297.872,1300.959,1302.867,1306.95,1312.244,1320.774,1328.806,1331.594,1339.859,1342.016,1358.943,1368.652,1381.911,1388.881,1395.768,1400.912,1408.099,1415.998,1422.935,1444.542,1446.516,1454.266,1463.626,1490.411,1518.54,1524.797,1531.634,1537.409,1542.62,1553.125,1566.368,1576.093,1579.578,1589.037,1598.231,1601.617,1614.86,1628.916,1632.683,1641.993,1651.137,1660.132,1662.986,1678.685,1685.489,1717.469,1722.248,1728.82,1733.317,1741.565,1748.9,1758.89,1760.766,1765.562,1770.158,1779.85,1785.543,1793.89,1804.345,1814.584,1822.301,1839.477,1842.747,1848.206,1854.894,1857.367,1862.429,1866.843,1873.382,1878.908,1884.451,1889.911,1913.26,1921.558,1928.063,1954.367,1982.728,1989.184,1991.042,2002.742,2007.638,2016.433,2146.026,2149.096,2153.345,2167.152,2184.328,2189.025,2201.388,2209.487,2240.371,2246.378,2262.393,2300.462,2312.195,2319.298,2324.193,2328.923,2338.631,2352.721,2355.526,2359.757,2368.985,2370.876,2372.419,2377.929,2385.049,2392.765,2398.856,2416.264,2418.953,2438.336,2441.904,2448.194,2456.989,2466.913,2472.606,2477.435,2479.592,2490.379,2496.42,2503.539,2514.94,2524.333,2530.506,2547.583]","100.03599999999999,215.294,180.025,152.67699999999996,49.867999999999995,99.24100000000001,103.05700000000003,47.92800000000001,46.018,40.70600000000001","20,27,35,39,15,25,29,17,14,20",2515,2.43030390877905,"2","26","26","43.14285714","6","26.5060241","0","54.21686747","19.27710843","8","2490"
"http://localhost:3000/studies/NGtdmLym9wWPN6xdZ/analyses/QF7ZvFbkPnTA2g5qk/w3uJNAyQhdBix36tY/K2XfFEHBfMGAGineu/1","Pipe Spool Assembly Task","Analysis",2,0,"Participant 02",337,"1.494,1.593,1.676,5.377,1.792,2.273,8.132,9.193,1.046,5.841,4.016,3.568,4.365,6.456,7.7,5.194,4.082,9.809,11.202,1.045,1.063,4.032,10.655,9.36,5.361,4.945,27.018,5.394,6.388,4.846,0.93,11.118,2.007,4.115,1.079,7.684,2.124,14.72,0.846,0.713,2.141,1.294,1.527,1.874,6.057,8.33,7.518,6.406,8.066,3.602,2.39,1.377,7.933,2.324,6.671,3.269,1.411,10.903,2.838,25.557,3.75,2.356,9.692,7.352,2.49,5.476,2.124,7.7,1.66,3.302,2.639,6.14,3.119,5.509,8.945,6.921,2.54,0.382,5.327,2.97,10.123,1.145,7.6,5.809,2.855,4.961,4.829,4.448,2.323,3.386,0.664,3.336,2.722,6.257,6.422,9.46,1.294,1.51,5.476,3.801,0.913,16.429,2.838,7.684,8.745,3.552,3.684,2.638,1.825,1.876,4.182,4.647,1.56,7.384,7.9,6.589,2.373,3.137,1.079,23.599,1.643,3.685,1.925,1.592,2.838,1.428,8.264,10.14,3.502,3.768,1.594,4.779,1.659,1.511,3.253,1.975,4.431,12.663,4.696,2.423,2.987,5.443,4.314,1.709,3.153,1.062,9.842,2.788,1.76,5.361,1.726,1.327,0.432,1.144,6.389,1.627,2.688,13.525,0.946,11.866,10.986,6.622,0.498,2.821,16.662,5.36,3.784,2.174,4.796,1.41,2.705,7.899,0.548,2.838,0.631,1.943,2.605,1.178,12.298,2.141,17.011,4.531,7.269,0.316,2.472,3.104,6.688,2.954,7.585,1.078,1.046,2.605,6.538,13.691,1.892,7.12,2.639,9.509,12.563,1.941,1.727,1.527,2.356,2.473,1.544,1.129,2.058,2.737,4.646,0.664,6.654,0.431,1.609,1.211,0.349,0.73,0.863,0.647,5.477,2.489,10.653,4.763,2.041,1.926,3.518,4.431,1.394,7.75,2.473,6.87,0.913,1.626,0.664,13.592,1.195,1.527,11.186,2.523,0.946,2.605,1.992,0.896,6.538,2.655,5.974,6.556,4.182,3.551,3.22,1.743,7.898,6.356,1.477,9.89,1.228,0.581,9.177,0.597,1.328,4.563,1.013,6.239,10.886,2.074,3.502,3.152,0.713,11.733,5.56,0.349,4.249,2.191,4.083,0.747,3.502,9.492,0.797,1.56,4.928,6.589,3.967,4.232,0.531,9.425,3.883,1.493,2.854,0.946,1.46,6.704,11.269,1.692,1.427,3.17,1.079,1.377,1.544,0.631,4.979,5.444,4.083,4.846,0.731,1.577,0.796,1.112,0.382,1.526,3.253,2.688,4.364,0.597,2.356,0.597,2.489,8.364,9.592,2.506,5.859,0.53,1.145,0.397,7.766,2.257,4.148,1.461,2.423,4.564,1.079,1.909,6.505,0.78,0.531,3.585,1.809,1.742,0.913",0.316,27.018,1440.545,4.274614243323442,2.954,15.114116302230354,3.887687783532823,2.1627725402096463,7.214388864353921,"[151.864,154.619,157.59,163.713,171.131,212.521,216.752,233.431,248.499,254.656,269.575,298.849,316.091,330.646,348.204,355.987,361.696,365.844,377.578,396.629,399.334,401.309,412.875,428.226,445.386,455.394,465.632,494.541,516.946,526.587,533.872,537.242,551.647,560.193,565.57,571.461,595.259,603.54,658.039,661.06,663.532,667.15,670.22,672.411,674.767,681.14,689.769,698.017,704.804,714.33,718.446,724.653,726.113,734.128,749.745,764.282,767.634,770.804,786.072,791.266,829.768,836.157,842.861,876.185,910.885,915.632,937.87,944.275,966.065,972.869,977.715,993.547,1004.368,1017.992,1024.762,1057.323,1067.396,1072.408,1077.088,1089.369,1097.251,1116.917,1123.871,1133.96,1139.851,1143.586,1153.012,1157.924,1162.538,1164.943,1169.474,1174.602,1178.004,1181.14,1187.48,1194.002,1205.835,1212.539,1214.182,1219.741,1226.977,1238.594,1260.334,1289.06,1298.503,1312.393,1317.753,1326.217,1330.648,1334.597,1336.539,1340.804,1347.99,1349.816,1365.365,1377.115,1383.969,1386.508,1389.727,1405.974,1429.656,1434.003,1437.771,1440.493,1442.633,1445.57,1453.952,1463.925,1474.131,1477.931,1483.889,1485.715,1490.611,1493.896,1497.116,1503.007,1505.065,1510.209,1522.955,1527.734,1533.509,1536.58,1542.106,1576.159,1582.316,1590.299,1591.443,1601.368,1605.4,1607.209,1615.623,1621.116,1624.551,1631.356,1632.567,1639.852,1648.515,1661.941,1677.657,1679.614,1693.106,1706.117,1716.539,1719.626,1733.981,1765.413,1772.084,1815.713,1821.074,1830.699,1834.681,1845.585,1855.342,1860.487,1866.677,1868.502,1879.34,1883.903,1886.873,1900.598,1909.841,1928.876,1947.231,1960.623,1968.191,1982.944,1986.346,1999.108,2004.75,2021.213,2025.212,2028.432,2039.667,2087.76,2107.923,2112.752,2121.581,2128.103,2141.678,2161.411,2164.181,2167.202,2179.45,2191.166,2195.994,2204.541,2210.001,2216.474,2223.693,2232.919,2239.79,2247.872,2251.573,2254.377,2255.721,2256.8,2258.094,2260.468,2262.691,2268.234,2272.948,2287.302,2294.223,2296.927,2298.969,2304.495,2309.009,2312.079,2326.832,2333.172,2345.784,2347.577,2362.811,2364.57,2397.993,2402.723,2415.65,2445.555,2460.209,2462.831,2472.124,2480.173,2489.682,2499.905,2507.157,2517.346,2525.08,2531.685,2537.277,2541.609,2545.078,2559.383,2585.388,2593.121,2605.883,2611.741,2614.811,2632.087,2635.123,2638.493,2644.632,2646.824,2655.055,2667.02,2670.09,2679.882,2689.324,2693.771,2708.541,2715.81,2720.888,2729.169,2731.459,2738.977,2741.201,2754.112,2771.338,2775.105,2778.026,2784.481,2795.467,2800.662,2814.884,2816.76,2826.319,2832.243,2833.853,2837.221,2843.08,2845.353,2853.103,2866.031,2870.761,2872.553,2877.913,2880.502,2882.825,2887.007,2892.749,2899.669,2916.928,2936.561,2963.644,2985.235,3000.404,3002.544,3013.281,3015.356,3017.977,3021.662,3063.997,3070.17,3072.51,3083.546,3088.375,3093.884,3107.493,3129.93,3137.646,3154.375,3156.416,3158.657,3164.946,3194.419,3205.638,3212.607,3217.038,3228.174,3240.172,3243.209,3249.565,3262.211,3270.459,3273.13,3282.324,3290.971,3295.534]","119.406,315.90900000000005,350.047,103.554,132.284,36.759,165.27,127.62299999999999,58.244,31.448999999999995","27,58,74,25,31,14,45,35,15,13",3849,2.671905424683019,"2","25","33","61.57142857","10","34.69387755","1","62.24489796","3.06122449","5","2917"
"http://localhost:3000/studies/NGtdmLym9wWPN6xdZ/analyses/QF7ZvFbkPnTA2g5qk/pfHwZjTgazxHvap8B/K2XfFEHBfMGAGineu/1","Pipe Spool Assembly Task","Analysis",2,0,"Participant 03",171,"1.028,2.174,13.276,8.248,6.622,5.492,3.701,7.253,11.75,9.459,10.936,16.23,6.423,10.953,7.003,7.102,7.501,6.821,4.597,2.075,1.792,2.539,1.178,3.751,2.506,5.592,3.253,8.165,3.103,11.749,1.959,4.497,7.152,5.808,1.71,0.465,4.232,3.368,3.303,3.236,3.402,7.418,7.402,0.946,1.809,9.758,14.537,2.306,7.767,1.012,2.954,1.095,4.099,1.195,5.261,0.282,2.39,4.714,6.041,3.004,1.029,1.726,2.788,0.647,2.041,2.091,2.074,1.626,1.942,1.146,0.847,1.609,1.742,2.157,0.863,1.178,1.063,1.46,8.48,1.659,2.988,2.423,2.174,5.875,1.858,3.27,1.477,3.219,2.29,2.854,3.618,6.638,0.78,2.821,0.731,0.747,4.945,6.024,0.398,1.029,7.185,0.515,3.402,2.14,7.8,16.048,4.481,3.734,1.66,2.937,3.601,1.942,0.764,2.09,6.821,4.564,0.963,5.311,12.165,1.509,0.863,1.012,1.709,2.573,1.759,1.825,3.037,1.809,0.696,0.681,0.763,6.671,0.398,3.85,6.14,0.432,0.581,1.892,2.854,6.107,10.438,9.841,11.401,1.842,0.963,2.207,2.157,8.398,5.327,1.46,1.676,11.085,6.123,6.738,1.808,2.887,3.053,1.444,3.717,11.484,2.755,3.119,1.842,1.61,2.805,2.472,1.891,4.713,2.539,4.365,0.615",0.282,16.23,677.7799999999997,3.9636257309941505,2.821,11.252716772203408,3.3545069342905536,1.4344915067364141,1.7153681640310117,"[102.726,107.422,110.907,133.792,155.764,167.448,173.621,178.134,185.702,209.5,228.684,247.155,268.695,276.645,292.51,301.04,310.532,318.133,325.103,333.898,336.039,340.57,343.491,351.838,362.044,402.952,408.644,411.963,420.211,424.078,444.871,448.523,460.355,468.902,480.767,483.655,486.144,494.658,501.229,509.527,515.02,521.791,530.221,541.656,542.668,545.025,554.932,572.872,581.667,675.265,680.127,687.96,698.133,704.838,711.326,719.79,724.221,728.17,732.95,739.09,772.414,829.485,833.402,836.505,838.779,840.919,863.921,867.92,873.164,878.026,880.001,916.644,919.598,921.589,924.029,942.981,969.516,971.757,973.616,983.988,988.75,994.741,998.907,1004.068,1012.084,1017.576,1022.721,1028.447,1034.255,1039.234,1049.771,1066.848,1077.618,1079.062,1084.671,1086.995,1090.347,1096.703,1104.669,1107.324,1147.817,1156.761,1157.558,1165.292,1169.324,1182.185,1201.154,1208.423,1215.243,1218.994,1223.492,1233.15,1237.348,1242.311,1254.674,1265.776,1270.638,1273.725,1300.294,1315.629,1318.931,1323.296,1325.287,1330.763,1336.539,1340.157,1344.421,1352.885,1355.939,1363.987,1374.011,1376.119,1383.321,1383.835,1390.623,1398.555,1402.09,1403.783,1405.741,1409.243,1415.416,1439.579,1450.1,1462.149,1470.28,1472.471,1475.159,1484.469,1493.381,1503.305,1506.375,1509.545,1522.307,1529.94,1539.533,1543.748,1551.365,1561.82,1564.691,1569.288,1609.515,1612.403,1615.622,1618.891,1622.393,1631.222,1635.653,1639.187,1648.248,1653.376,1706.099]","62.232,114.507,99.439,67.245,50.616,26.287000000000003,104.76599999999999,84.518,47.160000000000004,21.009999999999998","12,18,28,20,17,10,23,23,12,8",1778,2.623270087639058,"2","36","35","66.42857143","11","54.54545455","1","40","5.454545455","10","1634"
"http://localhost:3000/studies/NGtdmLym9wWPN6xdZ/analyses/QF7ZvFbkPnTA2g5qk/Hw7JcDbXtc7rADXyg/K2XfFEHBfMGAGineu/1","Pipe Spool Assembly Task","Analysis",2,0,"Participant 04",214,"2.937,2.92,22.868,1.062,1.925,1.063,1.079,1.676,1.095,10.77,1.394,0.365,2.987,4.614,8.563,1.875,3.352,10.704,7.185,14.537,0.73,1.559,1.344,6.805,0.863,9.442,2.125,3.668,2.689,13.99,1.195,4.416,8.862,4.912,4.646,6.09,1.261,3.336,8.115,0.598,1.245,6.953,2.871,17.475,3.535,3.519,13.857,2.074,1.627,5.543,3.518,5.51,2.091,4.364,13.11,12.048,3.319,8.53,1.527,1.377,5.261,5.227,1.096,7.236,2.921,7.534,6.24,1.212,5.427,6.438,0.781,6.206,0.731,13.111,2.623,1.278,2.156,0.962,1.295,0.914,6.555,4.531,6.605,5.211,4.497,2.207,2.29,4.397,1.56,1.76,1.295,0.331,3.402,1.261,1.51,1.294,13.509,0.88,2.273,1.294,6.671,7.717,0.465,3.186,1.941,1.792,0.365,1.676,4.878,4.364,6.987,8.397,1.377,2.074,3.286,3.186,1.377,3.385,1.941,1.327,0.946,2.937,0.498,3.884,2.689,1.925,3.22,5.244,1.958,0.979,0.979,0.565,1.66,0.829,1.212,0.714,0.929,1.245,1.411,0.93,2.191,0.764,0.813,0.996,1.244,0.946,7.9,6.522,1.212,0.73,8.563,1.194,3.983,1.161,3.402,4.331,0.448,0.797,1.891,0.896,1.278,4.68,8.198,1.41,1.195,2.34,4.298,2.871,2.107,10.588,0.332,3.883,0.647,7.069,4.498,9.177,3.02,12.214,2.124,4.066,2.705,4.613,3.435,4.795,2.175,2.489,5.625,2.822,1.227,0.73,5.293,2.041,11.102,0.697,3.618,1.677,3.22,1.56,0.73,5.061,2.938,4.282,3.319,3.27,0.78,10.671,2.207,1.361,5.41,2.174,2.357,0.663,0.879,1.079",0.331,22.868,793.1509999999998,3.706313084112149,2.423,12.370612607585818,3.5171881677820163,2.0034342396939393,5.123674270657407,"[43.563,49.056,54.283,84.072,90.345,101.314,109.264,114.425,117.628,123.42,135.833,138.339,166.667,171.397,179.064,190.664,196.207,199.991,212.62,221.15,240.434,253.412,259.834,263.484,271.483,275.699,286.668,291.199,296.36,300.293,318.697,327.907,333.6,342.844,350.627,356.253,365.297,380.714,385.411,395.434,397.293,398.621,407.731,412.046,451.493,461.566,466.827,481.83,485.381,492.019,498.923,504.499,514.107,519.236,525.326,538.519,553.588,557.322,565.918,567.528,568.988,574.332,579.775,589.019,610.012,622.956,639.17,649.177,651.982,658.471,669.904,678.269,685.653,686.45,699.643,702.332,723.243,726.661,728.088,731.639,735.639,751.072,765.776,774.389,781.044,789.441,793.059,796.594,803.879,806.65,820.441,823.163,825.055,832.307,836.256,838.862,843.127,861.564,864.751,868.833,874.409,883.321,892.68,893.51,897.095,907.152,911.317,913.757,915.848,922.038,926.634,942.616,952.374,970.729,979.657,993.829,1000.717,1006.16,1025.958,1033.592,1041.159,1045.806,1052.411,1055.58,1064.027,1072.192,1082.697,1089.319,1098.214,1101.367,1104.105,1108.071,1110.295,1112.038,1113.415,1118.195,1122.692,1125.397,1131.786,1136.731,1142.639,1151.269,1153.559,1161.226,1165.06,1173.739,1186.401,1198.234,1206.797,1212.788,1215.377,1224.887,1227.276,1233.632,1235.407,1245,1250.825,1254.293,1256.567,1259.852,1265.246,1273.294,1278.456,1291.268,1301.656,1307.647,1314.302,1323.512,1329.885,1334.183,1346.231,1349.351,1354.761,1361.665,1379.753,1394.507,1404.962,1410.007,1427.233,1431.614,1436.211,1439.779,1450.997,1461.154,1466.414,1469.617,1472.19,1479.657,1483.84,1487.806,1488.769,1495.407,1506.177,1522.258,1524.896,1537.874,1539.948,1558.718,1564.476,1570.65,1580.988,1600.986,1613.781,1622.742,1642.308,1648.747,1660.646,1664.413,1666.753,1675.2,1699.877,1707.678,1709.918,1726.762]","101.55999999999999,128.24900000000002,144.245,52.047,94.40800000000002,30.069000000000003,89.8,113.69,26.521,12.562","25,27,31,14,26,8,41,26,10,6",2032,2.561933351909032,"0","46","40","71.42857143","11","61.81818182","1","38.18181818","0","26","1648"
"http://localhost:3000/studies/NGtdmLym9wWPN6xdZ/analyses/QF7ZvFbkPnTA2g5qk/SxZQviMMJEzLSYFfH/K2XfFEHBfMGAGineu/1","Pipe Spool Assembly Task","Analysis",2,0,"Participant 05",143,"38.584,6.871,4.348,1.195,0.564,16.28,0.963,0.548,0.995,1.012,0.498,1.029,6.771,0.431,4.464,7.385,4.331,7.17,4.813,6.572,1.759,0.648,4.382,0.681,0.896,1.925,1.128,1.063,2.041,0.482,10.621,8.48,4.796,2.971,2.225,7.152,2.456,2.638,1.56,1.278,8.896,2.705,8.596,2.472,3.004,3.104,7.236,7.883,1.742,4.663,3.419,4.514,0.332,1.975,3.867,10.904,3.485,2.44,1.826,5.675,6.622,0.498,7.816,1.461,1.577,2.937,3.07,3.369,2.92,0.664,1.211,0.348,5.012,4.381,18.239,1.312,5.311,10.538,1.941,2.224,3.02,7.418,2.888,0.93,0.664,0.614,0.349,3.254,1.079,0.647,4.929,4.431,2.24,4.746,7.95,2.241,1.493,6.771,6.87,0.88,0.697,2.539,1.875,2.373,1.361,9.492,1.992,0.182,3.916,6.555,12.164,4.962,3.734,15.434,3.003,3.236,0.846,3.004,0.647,1.858,5.825,4.928,0.515,2.406,6.405,2.855,1.196,2.921,0.348,3.319,3.136,0.946,6.837,3.651,3.236,3.784,3.087,3.551,2.987,3.602,5.825,15.551,1.046",0.182,38.584,575.4360000000001,4.024027972027973,2.987,19.70362578942736,4.4388766359775484,3.985914334176343,24.809354483873502,"[27.018,68.672,91.175,105.298,111.372,149.126,166.717,175.048,182.633,191.444,194.531,196.456,202.613,218.976,225.498,236.451,249.163,258.688,281.441,290.767,298.816,301.587,303.695,311.113,314.897,328.306,333.036,337.848,345.283,349.581,378.656,399.899,411.681,421.937,439.71,444.507,453.369,458.198,466.047,470.246,477.199,513.925,520.995,531.284,534.702,551.032,556.94,565.885,582.398,587.675,594.064,600.237,607.589,610.128,616.7,651.334,687.463,788.362,791.565,795.681,810.45,837.053,842.944,854.212,859.805,863.655,869.414,873.928,879.67,883.951,889.959,902.107,902.621,910.703,941.122,988.435,990.211,1005.894,1024.597,1030.554,1036.28,1044.063,1053.506,1057.903,1063.081,1068.574,1076.009,1079.145,1084.954,1088.373,1095.293,1101.914,1108.818,1117.73,1157.193,1167.2,1173.341,1179.763,1198.715,1207.062,1210.68,1237.814,1256.865,1262.308,1267.353,1273.759,1289.574,1295.98,1299.764,1305.921,1315.264,1333.801,1344.173,1351.458,1368.618,1375.007,1380.251,1382.442,1385.927,1387.288,1394.258,1402.274,1408.679,1410.355,1419.815,1454.266,1462.663,1465.252,1469.518,1475.077,1481.433,1487.822,1495.29,1504.434,1509.529,1515.586,1525.576,1533.476,1537.641,1564.691,1568.342,1579.511,1598.446]","82.662,63.264,56.857,52.46,48.805,29.459000000000003,63.812000000000005,120.23200000000001,35.463,22.422","14,19,13,12,16,5,20,29,12,3",1831,3.181935089219304,"1","22","39","50.42857143","4","65.38461538","0","28.84615385","5.769230769","4","1565"
"http://localhost:3000/studies/NGtdmLym9wWPN6xdZ/analyses/QF7ZvFbkPnTA2g5qk/vnRSsrY2A59AL92Hj/K2XfFEHBfMGAGineu/1","Pipe Spool Assembly Task","Analysis",2,0,"Participant 06",204,"0.93,0.929,1.46,1.178,2.954,2.306,3.403,0.647,0.299,2.075,0.581,3.617,1.742,8.414,1.344,2.555,13.576,1.875,7.219,0.963,4.165,2.904,1.593,0.763,7.104,4.729,10.854,7.003,4.314,5.941,6.456,16.164,2.771,1.212,3.286,1.992,29.623,4.348,1.145,7.335,1.477,0.747,9.741,2.406,3.801,3.038,3.535,2.888,9.874,2.49,3.766,4.564,3.203,3.966,12.066,8.862,1.66,10.306,1.078,3.651,1.344,8.346,0.78,4.281,1.908,3.817,0.365,1.593,3.069,4.016,2.92,6.123,2.523,0.249,0.813,0.415,9.89,2.223,5.078,1.659,2.456,2.771,3.369,1.078,1.41,1.411,0.813,3.369,1.527,9.459,5.526,2.274,4.481,2.555,0.315,4.713,7.07,2.905,5.244,3.435,5.128,10.572,1.145,26.752,5.709,1.393,0.847,0.514,2.721,7.767,10.057,1.742,4.746,1.626,6.323,6.77,1.742,2.124,3.302,3.485,1.626,0.349,2.374,3.584,1.393,1.494,3.569,2.174,7.119,3.9,7.236,7.783,3.103,24.611,0.763,5.294,4.961,0.731,0.863,0.913,6.671,1.958,9.493,1.826,1.444,12.381,1.726,1.012,3.917,7.368,8.945,4.232,3.585,2.323,1.012,3.685,10.67,1.012,1.643,1.642,3.137,2.141,0.796,1.428,7.667,1.162,2.008,3.866,0.896,2.689,1.941,3.518,0.947,4.066,1.345,6.123,3.485,2.274,6.239,7.102,12.546,4.547,4.166,0.896,3.386,1.909,1.742,4.265,6.638,2.075,1.046,1.377,1.71,1.345,2.223,1.295,4.448,1.377,1.078,1.178,1.677,1.743,0.531,2.257",0.249,29.623,805.6159999999999,3.9490980392156856,2.746,16.776138941368707,4.095868521006101,3.1098359407597713,13.666935932558381,"[170.119,173.97,179.695,186.566,192.64,204.688,210.031,216.504,224.519,231.157,239.057,249.147,258.042,261.527,271.899,274.837,279.267,298.22,333.916,346.412,348.388,368.7,411.765,424.975,435.247,442.799,448.192,459.41,466.679,471.309,479.889,487.108,503.338,507.088,509.578,512.947,553.473,587.029,591.941,593.152,600.869,602.628,604.886,617.083,626.326,632.997,638.59,645.328,657.692,670.569,674.603,687.928,702.698,707.727,712.489,726.098,738.411,743.987,755.754,761.28,769.346,779.187,788.978,791.019,800.76,809.771,816.36,819.529,896.018,904.481,909.991,921.176,931.581,937.456,943.198,944.559,951.28,961.254,964.606,971.095,972.837,975.36,978.198,981.633,999.357,1000.833,1003.688,1015.006,1027.934,1058.237,1072.326,1086.631,1091.577,1101.999,1108.521,1111.325,1124.668,1135.687,1146.159,1151.835,1157.527,1164.397,1176.495,1179.549,1245.615,1256.436,1264.882,1461.355,1462.931,1468.822,1479.128,1490.812,1494.446,1501.366,1505.415,1518.841,1527.736,1531.984,1537.66,1546.19,1551.401,1558.536,1560.229,1564.76,1570.403,1575.331,1583.562,1590.615,1596.457,1606.248,1612.156,1624.056,1633.382,1638.891,1666.025,1669.161,1685.508,1698.053,1702.949,1706.351,1716.093,1725.386,1728.373,1741.135,1744.039,1746.844,1760.419,1763.539,1765.945,1771.239,1782.076,1793.195,1801.608,1811.317,1817.955,1839.91,1845.62,1857.601,1868.703,1872.803,1877.499,1887.921,1895.638,1897.695,1901.529,1911.237,1914.772,1919.253,1926.638,1931.832,1943.881,1947.664,1951.696,1956.161,1969.885,1972.408,1984.97,1994.164,1998.081,2009.897,2017.066,2033.777,2038.407,2045.427,2056.861,2061.408,2067.914,2077.323,2084.675,2096.026,2099.893,2114.663,2119.027,2133.382,2136.237,2138.593,2141.829,2150.492,2154.907,2158.06,2161.096,2168.863,2172.033,2193.258]","31.563,93.91299999999998,162.504,50.510000000000005,60.556000000000004,55.495000000000005,193.05199999999996,118.10900000000001,24.330000000000002,15.584000000000001","15,20,30,19,15,9,51,26,10,9",2263,2.809030605151835,"0","60","28","33.71428571","2","40.29850746","0","49.25373134","10.44776119","39","2012"
