link,study,analysis,period,viewingGap,minViewingTime,participant,stimulus,viewingNumber,stimulusWidth,stimulusHeight,stimulusArea,viewingStartTime,viewingEndTime,viewingDuration,gazePointCount,gazePointFrequency,fixationCount,fixationFrequency,fixationProportion,slideHullCount,firstHullStartTime,lastHullEndTime,slideHullAreas,slideHullCoverages,slideHullDurations,slideHullDurationTotal,slideHullAreaDurations,slideHullAreaDurationTotal,slideHullCoverageDurations,slideHullCoverageDurationTotal,averageSlideHullArea,averageSlideHullCoverage
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/4FYiH2jHwgfCJgmiC,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 10,1,1220,852,1039440,215.6,29290.6,29075,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/jSrXWxwtnNzj9gLfZ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 10,2,1220,852,1039440,76337.9,88768,12430.100000000006,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/pBvgXgTL49winccxz,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 10,3,1220,852,1039440,100019.6,118573.3,18553.699999999997,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/TgF54KTtmDWG2sCcB,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 10,4,1220,852,1039440,200421.8,212088.3,11666.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Nk3croW8Byz6zFJ4S,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 2,1,1220,852,1039440,12014.7,37356.2,25341.499999999996,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/wMajGPTwjw9bc3qco,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 2,2,1220,852,1039440,47844.7,67593.2,19748.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/TPZjtn8Wruq9xezkM,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 2,3,1220,852,1039440,76389,92701.8,16312.800000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/WpCbYG2M3Yfr2wszL,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 2,4,1220,852,1039440,108002.7,146469.9,38467.2,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/sPyJeiodN9ApBGa6c,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 2,5,1220,852,1039440,198479.6,211324.5,12844.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/kxPPCQLmkirquhfec,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 3,1,1218,840,1023120,30170.8,50533.1,20362.3,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Rq5DHXcFKztFoiPJw,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 3,2,1218,840,1023120,79823.8,97663.6,17839.800000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/vgf84rSPp7utuZziH,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 3,3,1218,840,1023120,130688.4,154369.9,23681.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/QQpena8S9jewLffQz,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 3,4,1218,840,1023120,215639.9,227372.8,11732.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/uJALKkB9SqCgdyzjP,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 3,5,1218,840,1023120,235936.2,249096.4,13160.199999999983,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/gJCNeA7usQF9DBk7M,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 3,6,1218,840,1023120,293621.4,311876.3,18254.899999999965,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/PidvcHtCEKC9w3mTv,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 4,1,1219,843,1027617,149,15200.7,15051.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/DKi5Z4RWXoRd8DwRH,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 4,2,1219,843,1027617,23531.7,40011.5,16479.8,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/nw6s2cgDsDzzkSvtD,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 4,3,1219,843,1027617,50598.8,88468.7,37869.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/R9Xp7nCoSibpSK4qG,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 5,1,1221,796,971916,17060,27797.3,10737.3,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/ZvXyHGBy3tfaX728Z,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 5,2,1221,796,971916,34186.6,65850.8,31664.200000000004,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/YgjazRpTxYBnodMvr,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 5,3,1221,796,971916,144030.9,164443.1,20412.20000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/SdqLs87HrLRzqAwER,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 6,1,1221,854,1042734,1443.6,28660.3,27216.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/kbMMHw9n9CAdaqNxE,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 7,1,1221,848,1035408,20047.1,68389.3,48342.200000000004,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/uxjQoLxbnRbv4eJfz,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 7,2,1221,848,1035408,73650.2,86013.6,12363.400000000009,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/HE4RoyTt5aWGNcjpf,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 7,3,1221,848,1035408,91606.2,102659,11052.800000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/od4ovZYRkjJb7mEeR,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 7,4,1221,848,1035408,117727.3,136247.9,18520.59999999999,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/7WNLBfbe2mS6P2SGQ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 7,5,1221,848,1035408,166650.5,177503.4,10852.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/QNvhy6JKASRuCRBaw,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 7,6,1221,848,1035408,195990.6,219539,23548.399999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/EHGdvTKAFjwfZAd4A,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 7,7,1221,848,1035408,316870,344268.6,27398.599999999977,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/nnbNn4KfSZhzdrAmc,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 8,1,1217,844,1027148,398,60937.6,60539.6,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/E7ry5Y4p5NBB4Kjaj,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 8,2,1217,844,1027148,65949.7,76504,10554.300000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/D7xjQGbXL7iAp4oKS,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 8,3,1217,844,1027148,93663.9,107454.6,13790.700000000012,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/t4gxPFYrENPsqEsve,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 8,4,1217,844,1027148,165073.4,185485.8,20412.399999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/LzRv95r78voCfbseN,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 8,5,1217,844,1027148,191559.5,225015.2,33455.70000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/gef7eToyofYaifkZ5,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 9,1,1222,835,1020370,216.4,35531.6,35315.2,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/3oEoJFedmmGRSrcM5,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 20,Spool 9,2,1222,835,1020370,52409.3,62914,10504.699999999997,,,,,0,,,,,,,,,,,,,
