link,study,analysis,period,viewingGap,minViewingTime,participant,stimulus,viewingNumber,stimulusWidth,stimulusHeight,stimulusArea,viewingStartTime,viewingEndTime,viewingDuration,gazePointCount,gazePointFrequency,fixationCount,fixationFrequency,fixationProportion,slideHullCount,firstHullStartTime,lastHullEndTime,slideHullAreas,slideHullCoverages,slideHullDurations,slideHullDurationTotal,slideHullAreaDurations,slideHullAreaDurationTotal,slideHullCoverageDurations,slideHullCoverageDurationTotal,averageSlideHullArea,averageSlideHullCoverage
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/cJXoquonDPaaMPPQu,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 1,1,1222,855,1044810,198.4,38682,38483.6,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/pKtPwJQDrT2XknWe9,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 1,2,1222,855,1044810,277273.5,311742.3,34468.79999999999,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/h5SA5jxHydpxJFkEw,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 1,3,1222,855,1044810,386437.6,429817.9,43380.30000000005,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/6GjyxMfGKt8unrN2r,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 10,1,1220,852,1039440,0,41021.5,41021.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/MbWoB9mDumWwSpXX6,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 2,1,1220,852,1039440,17.6,71577.6,71560,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/siyQbmZ8TbFMLNovg,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 2,2,1220,852,1039440,94744.6,221101.9,126357.29999999999,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/thYCEFDbKZdYMQWBj,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 2,3,1220,852,1039440,926967.5,940526,13558.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/YebQ9ojveFhqh8eYq,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 3,1,1218,840,1023120,531,55411.9,54880.9,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/7CZuiE9nBHGrex55g,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 3,2,1218,840,1023120,66099.3,102824.6,36725.3,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/6zx5SG59pnyhpPaLR,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 3,3,1218,840,1023120,140247.2,178234.2,37987,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Kt9ybfYrHnDcv97hb,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 3,4,1218,840,1023120,197418.2,246275.1,48856.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/wsgPZHYgcdJ865C5q,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 3,5,1218,840,1023120,256896.4,274155.2,17258.800000000017,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/NsWRnnEBJdGmJWTxb,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 3,6,1218,840,1023120,295397.3,315428,20030.70000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/s5poxcpxHFZww67zL,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 4,1,1219,843,1027617,0,153492.4,153492.4,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/GChWDKaLgTcAGgcEo,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 5,1,1221,796,971916,16.8,49670.9,49654.1,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/cx8SwSGyevMiGZ6xG,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 6,1,1221,854,1042734,33,93264.8,93231.8,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/MhTircZW64Sodwy3B,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 7,1,1221,848,1035408,16.4,96170.1,96153.70000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Az5rZzXb9sLie9n9Q,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 8,1,1217,844,1027148,0,48590.7,48590.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/BrkQfxPShxzLrJF3a,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 01,Spool 9,1,1222,835,1020370,16.5,45819.3,45802.8,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/23oaRvkwxLnEGBLPA,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 1,1,1222,855,1044810,215.9,118191.4,117975.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/6GqnHxhJKmwDbyQrK,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 10,1,1220,852,1039440,16.7,30502.5,30485.8,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/cvCEHedb45dDrRMTP,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 2,1,1220,852,1039440,16.9,309823.3,309806.39999999997,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/3LJ9GpNe2sL3YQokP,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 3,1,1218,840,1023120,0,341016.3,341016.3,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/LaDdBDBG6YyCYDHZ6,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 4,1,1219,843,1027617,0,102459.6,102459.6,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/wrztKRd8nFEsb8t2e,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 5,1,1221,796,971916,0,124996.3,124996.3,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/tpqRiAJy8RDQG8rqN,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 6,1,1221,854,1042734,0,18768.6,18768.6,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/qJtbAmF3RXjPu74EY,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 6,2,1221,854,1042734,25921.3,47146,21224.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/6XCkdWSg5Fx4gkQpW,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 7,1,1221,848,1035408,0,162735.7,162735.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/JHjKfYwM6xGXrwFDH,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 8,1,1217,844,1027148,16.6,128817.1,128800.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/udqJm8d64ea3bwu6g,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 02,Spool 9,1,1222,835,1020370,16.9,58502.2,58485.299999999996,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Nv6erLQbAL2xmHEX5,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 1,1,1222,855,1044810,17.1,60173.8,60156.700000000004,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/5fE4EHfr9pBJpKAZA,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 10,1,1220,852,1039440,0,18521.2,18521.2,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/SpjmWEEy3ycdfqyXD,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 2,1,1220,852,1039440,0,108351.9,108351.9,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/9DfcHS9q9ro6NoM7M,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 3,1,1218,840,1023120,0,96685.6,96685.6,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Mmshkqrgd7WdyhK9n,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 4,1,1219,843,1027617,0,65617.6,65617.6,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/tNudyfX7NohczkiRT,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 5,1,1221,796,971916,17,46814.1,46797.1,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/ebRc5kZfhrj6kGgDT,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 6,1,1221,854,1042734,16.4,24908.8,24892.399999999998,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/6pNgSczEPWTQquhuf,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 7,1,1221,848,1035408,0,92153.1,92153.1,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/PYdKeqP8u5dwKM6WF,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 8,1,1217,844,1027148,0,86910,86910,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/CyGNZzfMHZRngTT8u,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 03,Spool 9,1,1222,835,1020370,16.4,42499.8,42483.4,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/SXfXmWwtTXLTw2oGD,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 1,1,1222,855,1044810,1394.5,34320.2,32925.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/S4cw7gHaDbq7aaW58,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 1,2,1222,855,1044810,67095.5,96370.4,29274.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/AJj5JGG7divEaNYrc,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 1,3,1222,855,1044810,124499.4,181255,56755.600000000006,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/usvXTmwssAmMyqaRs,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 10,1,1220,852,1039440,597.7,10604.5,10006.8,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/NgvnctyAhZF5XaPtY,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 2,1,1220,852,1039440,233,35597.1,35364.1,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/rMiru392zN2zkqN2G,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 2,2,1220,852,1039440,60075.6,113047.6,52972.00000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/EyrPkfSSabu4K7JHf,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 2,3,1220,852,1039440,143085.8,166617.8,23532,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/qDm9bzrJNLjWPDAx5,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 2,4,1220,852,1039440,180956.3,196074.4,15118.100000000006,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/nqSFmnrMghqK8pkLe,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 2,5,1220,852,1039440,336371.6,355967.8,19596.20000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Y82cfBDBDvdc3WwTx,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 3,1,1218,840,1023120,50,30552.2,30502.2,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/AeXBRy8goaaRrQ7bR,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 3,2,1218,840,1023120,52923,81930.7,29007.699999999997,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/DzxF62iTcrPeBomza,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 3,3,1218,840,1023120,87838.6,144361.1,56522.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/BcJkuoHFevpKxcmHH,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 3,4,1218,840,1023120,250339.1,279602,29262.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/DJSDLLv8SuyQ6Muar,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 3,5,1218,840,1023120,284647,323347,38700,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/B2MxG9v54tHh9962P,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 4,1,1219,843,1027617,50532.9,81931.1,31398.200000000004,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/L2fezj56vafFFRask,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 4,2,1219,843,1027617,89631.6,108084.8,18453.199999999997,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/ci46xMXxjvqEGhADJ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 5,1,1221,796,971916,30535.7,72737.4,42201.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/T59GytDjBKeHuKeSH,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 5,2,1221,796,971916,78114.6,121096.3,42981.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/ygMnoxPytMWMNTAJ6,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 5,3,1221,796,971916,126323.9,169572.1,43248.20000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/WLFnqWm6B9vfbgsQe,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 6,1,1221,854,1042734,16080.7,26236.9,10156.2,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/kMoitcGQ9C6ckfeYi,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 6,2,1221,854,1042734,67293.9,82744.2,15450.300000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/gHcQy9stgBHv2DgRt,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 7,1,1221,848,1035408,15300.9,33074.8,17773.9,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/g6coFekPTYLbtp7L3,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 7,2,1221,848,1035408,56839.2,100650.8,43811.600000000006,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/YJTLwrnefGocNEpXR,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 7,3,1221,848,1035408,160543.4,175578.7,15035.300000000017,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/3Ew69ie3dN39DRd9m,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 7,4,1221,848,1035408,182150.6,203591.8,21441.199999999983,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/uNLcoRrwEyHgxnoJm,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 7,5,1221,848,1035408,236133.6,254023.6,17890,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/MMRNrLmjERcTdsrfT,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 8,1,1217,844,1027148,29306.8,40160.5,10853.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/S4S8pH5uKGuyAQTDQ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 8,2,1217,844,1027148,45172.4,76587.4,31414.999999999993,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/XRgbtHkcZKhMxenzQ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 8,3,1217,844,1027148,116166.7,171877.4,55710.7,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/GEvGfhPKZ6wJ7C4kg,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 8,4,1217,844,1027148,179113,193252.2,14139.200000000012,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/yDZijiXzNb9E5s5Q7,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 04,Spool 8,5,1217,844,1027148,202130.8,217465,15334.200000000012,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/XzqrKBgP3Z7Px6jFw,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 1,1,1222,855,1044810,41356.1,63079,21722.9,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/gXLtFZQCxAdy6AtjS,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 1,2,1222,855,1044810,136762.4,155166.4,18404,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/YKHmirsP5jCY6iYEb,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 10,1,1220,852,1039440,11251.4,31115.8,19864.4,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/ZY2rZbg2EHSj7xzbJ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 2,1,1220,852,1039440,66131.9,99886.7,33754.8,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/CHhBZqKduHap6ZmdB,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 2,2,1220,852,1039440,112997.3,123502,10504.699999999997,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/JFci9RnZvfLBgdqog,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 2,3,1220,852,1039440,163347.5,173835.9,10488.399999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/KiqX6FuSdfEBgduDR,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 3,1,1218,840,1023120,5111.7,30004.3,24892.6,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/hLWWC8QLbiGGN9D9w,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 3,2,1218,840,1023120,44923.5,65983.3,21059.800000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/K9zXa5r7Bc4MvWtcK,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 3,3,1218,840,1023120,71260.5,91125.3,19864.800000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/6m2ggv2DNTwa3rZng,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 3,4,1218,840,1023120,119138.1,138089.7,18951.600000000006,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Xo7ZF6jN7frf6LtwB,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 4,1,1219,843,1027617,464.8,78098.4,77633.59999999999,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/okztDXZzNp4XXrcuw,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 5,1,1221,796,971916,49.6,23266.2,23216.600000000002,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/DAmmnRdCefJfrpdav,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 5,2,1221,796,971916,28742.7,70347.3,41604.600000000006,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/rCGLX6Ktc83tvctCL,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 5,3,1221,796,971916,87905.5,98725.4,10819.899999999994,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/J8ZA245NNHwXCT48D,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 6,1,1221,854,1042734,182.6,31447.9,31265.300000000003,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/Kbtoksbhrc2HpKhCX,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 7,1,1221,848,1035408,298.5,105861.6,105563.1,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/mLr5S9pA5QNu5Y2JQ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 7,2,1221,848,1035408,112649,130091.2,17442.199999999997,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/JFhSuCydk5L8bhLbE,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 8,1,1217,844,1027148,447.8,17906,17458.2,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/zdYJ6AJCkDnEmRRi2,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 8,2,1217,844,1027148,41969.3,54532.1,12562.799999999996,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/veJvNbegsTcBbYQaw,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 8,3,1217,844,1027148,62016.6,86130.3,24113.700000000004,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/AtBnYREyjtJu4cNQt,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 8,4,1217,844,1027148,107089.9,144545.9,37456,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/J8dyLrD9f9eSjm6FK,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 8,5,1217,844,1027148,151316.8,204952.7,53635.90000000002,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/uK2AvJxwRffkTAFTP,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 8,6,1217,844,1027148,210396,227190.7,16794.70000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/7ziBjr3ncL8n22ywZ,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 9,1,1222,835,1020370,11451.2,55594.5,44143.3,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/vmLs3WNddYN8eTqrB,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 05,Spool 9,2,1222,835,1020370,61950.5,73136,11185.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/8e5HaypFcY9Nhr48w,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 06,Spool 1,1,1222,855,1044810,41803.9,53984.4,12180.5,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/A59pJWa8A75MENRYi,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 06,Spool 1,2,1222,855,1044810,84436.9,106127.8,21690.90000000001,,,,,0,,,,,,,,,,,,,
http://localhost:3000/studies/dud653vbv3PREd2Sy/viewings/r6Kfx6gR7QK9bcTek,Pipe Spool Assembly Task - GP,5 Second Period,5000,5000,10000,Participant 06,Spool 10,1,1220,852,1039440,0,23599,23599,,,,,0,,,,,,,,,,,,,
