"i","t"
7841,"2620485.4110"
7842,"2620502.0830"
7843,"2620518.6190"
7844,"2620535.0450"
7845,"2620551.9020"
7846,"2620568.2510"
7847,"2620584.9760"
7848,"2620601.6100"
7849,"2620618.2040"
7850,"2620634.7670"
7851,"2620651.3440"
7852,"2620667.8630"
7853,"2620684.4060"
7854,"2620701.2840"
7855,"2620717.7460"
7856,"2620734.6820"
7857,"2620750.9950"
7858,"2620767.6990"
7859,"2620784.4700"
7860,"2620800.7200"
7861,"2620817.2780"
7862,"2620833.9210"
7863,"2620850.4260"
7864,"2620866.9680"
7865,"2620883.6900"
7866,"2620900.3270"
7867,"2620916.7860"
7868,"2620933.3250"
7869,"2620950.0770"
7870,"2620966.7860"
7871,"2620983.3370"
7872,"2620999.8830"
7873,"2621016.3880"
7874,"2621033.1890"
7875,"2621049.7590"
7876,"2621066.2240"
7877,"2621082.8630"
7878,"2621099.5340"
7879,"2621116.0630"
7880,"2621132.5600"
7881,"2621149.1470"
7882,"2621165.9190"
7883,"2621182.4650"
7884,"2621198.9930"
7885,"2621215.6260"
7886,"2621232.5620"
7887,"2621248.7120"
7888,"2621265.6820"
7889,"2621282.0190"
7890,"2621298.8960"
7891,"2621315.4560"
7892,"2621332.0980"
7893,"2621348.6200"
7894,"2621365.4100"
7895,"2621381.4980"
7896,"2621398.4010"
7897,"2621414.6090"
7898,"2621431.3990"
7899,"2621448.4450"
7900,"2621464.9640"
7901,"2621481.0670"
7902,"2621497.6210"
7903,"2621514.6210"
7904,"2621531.1090"
7905,"2621547.3770"
7906,"2621564.1690"
7907,"2621580.7290"
7908,"2621597.4800"
7909,"2621614.3740"
7910,"2621630.5050"
7911,"2621647.4250"
7912,"2621664.0370"
7913,"2621680.6090"
7914,"2621697.2940"
7915,"2621713.3610"
7916,"2621730.0420"
7917,"2621746.6540"
7918,"2621763.2330"
7919,"2621779.8200"
7920,"2621796.5920"
7921,"2621813.1170"
7922,"2621829.5020"
7923,"2621846.0860"
7924,"2621862.9460"
7925,"2621879.4930"
7926,"2621896.0730"
7927,"2621912.5350"
7928,"2621929.2170"
7929,"2621945.8510"
7930,"2621962.5410"
7931,"2621978.8180"
7932,"2621995.6130"
7933,"2622012.1000"
7934,"2622029.3500"
7935,"2622045.2500"
7936,"2622061.9400"
7937,"2622078.8150"
7938,"2622095.0780"
7939,"2622111.6120"
7940,"2622128.4090"
7941,"2622145.0500"
7942,"2622526.5620"
7943,"2622543.1030"
7944,"2622559.6560"
7945,"2622576.6560"
7946,"2622593.1540"
7947,"2622609.5930"
7948,"2622626.3290"
7949,"2622642.8370"
7950,"2622659.7740"
7951,"2622676.0180"
7952,"2622692.5420"
7953,"2622709.2410"
7954,"2622725.8060"
7955,"2622743.0420"
7956,"2622758.9900"
7957,"2622775.4320"
7958,"2622792.1240"
7959,"2622808.7500"
7960,"2622825.7560"
7961,"2622841.9150"
7962,"2622858.6740"
7963,"2622875.0740"
7964,"2622891.7420"
7965,"2622908.3550"
7966,"2622925.0660"
7967,"2622941.5030"
7968,"2622958.3130"
7969,"2622975.0440"
7970,"2622991.9750"
7971,"2623008.0000"
7972,"2623024.6710"
7973,"2623041.1630"
7974,"2623057.5470"
7975,"2623074.8400"
7976,"2623091.1690"
7977,"2623107.3370"
7978,"2623124.4280"
7979,"2623141.1220"
7980,"2623157.5490"
7981,"2623173.9030"
7982,"2623190.5140"
7983,"2623207.1140"
7984,"2623223.6110"
7985,"2623240.9590"
7986,"2623257.1520"
7987,"2623605.4330"
7988,"2623622.0340"
7989,"2623638.8680"
7990,"2623655.3170"
7991,"2623671.7580"
7992,"2623688.6370"
7993,"2623705.1100"
7994,"2623721.4160"
7995,"2623738.3600"
7996,"2623754.7750"
7997,"2623771.2810"
7998,"2623788.1220"
7999,"2623804.4920"
8000,"2623821.1730"
8001,"2623837.5400"
8002,"2623854.0880"
8003,"2623871.2280"
8004,"2623887.3750"
8005,"2623904.7550"
8006,"2623921.0350"
8007,"2623937.2970"
8008,"2623953.7220"
8009,"2623970.7330"
8010,"2623987.3920"
8011,"2624003.5380"
8012,"2624020.5640"
8013,"2624037.2730"
8014,"2624053.3600"
8015,"2624070.0610"
8016,"2624086.9000"
8017,"2624103.4300"
8018,"2624120.2510"
8019,"2624136.6870"
8020,"2624153.3840"
8021,"2624169.4410"
8022,"2624186.2510"
8023,"2624203.2290"
8024,"2624219.6830"
8025,"2624236.3130"
8026,"2624252.5610"
8027,"2624269.5590"
8028,"2624285.8100"
8029,"2624302.4090"
8030,"2624319.5590"
8031,"2624335.4160"
8032,"2624352.0850"
8033,"2624368.7390"
8034,"2624385.2350"
8035,"2624402.2850"
8036,"2624418.8440"
8037,"2624435.4510"
8038,"2624452.0390"
8039,"2624468.3430"
8040,"2624484.7550"
8041,"2624501.3270"
8042,"2624518.3400"
8043,"2624535.0280"
8044,"2624551.4960"
8045,"2624567.9970"
8046,"2624601.2070"
8047,"2624618.2730"
8048,"2624634.5990"
8049,"2624651.1080"
8050,"2624667.9480"
8051,"2624684.2510"
8052,"2624701.3190"
8053,"2624717.2600"
8054,"2624734.0350"
8055,"2624750.3580"
8056,"2624767.3410"
8057,"2624783.8570"
8058,"2624800.6920"
8059,"2624817.0180"
8060,"2624833.4370"
8061,"2624849.8120"
8062,"2624866.9190"
8063,"2624883.1340"
8064,"2624949.6990"
8065,"2624966.1170"
8066,"2624982.7450"
8067,"2624999.2300"
8068,"2625016.0070"
8069,"2625033.1650"
8070,"2625049.1740"
8071,"2625065.5520"
8072,"2625082.3530"
8073,"2625098.8580"
8074,"2625115.5040"
8075,"2625132.0650"
8076,"2625148.7790"
8077,"2625165.3590"
8078,"2625181.9150"
8079,"2625198.5220"
8080,"2625297.9610"
8081,"2625314.6250"
8082,"2625331.2810"
8083,"2625347.8140"
8084,"2625364.7450"
8085,"2625381.0480"
8086,"2625398.0670"
8087,"2625414.3080"
8088,"2625430.6930"
8089,"2625447.5440"
8090,"2625463.9800"
8091,"2625480.6950"
8092,"2625497.1670"
8093,"2625514.1830"
8094,"2625563.5500"
8095,"2625596.9660"
8096,"2625613.6310"
8097,"2625629.9900"
8098,"2625646.4360"
8099,"2625663.2440"
8100,"2625680.0920"
8101,"2625697.0480"
8102,"2625713.3590"
8103,"2625729.7350"
8104,"2625746.4860"
8105,"2625763.0700"
8106,"2625779.6250"
8107,"2625795.9810"
8108,"2625812.3930"
8109,"2625829.2000"
8110,"2625845.5330"
8111,"2625862.3500"
8112,"2625878.8760"
8113,"2625895.3870"
8114,"2625912.0790"
8115,"2625928.6410"
8116,"2625945.3870"
8117,"2625961.8090"
8118,"2625978.4000"
8119,"2625995.0860"
8120,"2626011.6470"
8121,"2626028.2000"
8122,"2626044.7570"
8123,"2626061.3920"
8124,"2626078.0770"
8125,"2626094.5470"
8126,"2626111.1110"
8127,"2626127.8700"
8128,"2626144.3970"
8129,"2626161.0080"
8130,"2626177.5490"
8131,"2626194.5160"
8132,"2626210.6990"
8133,"2626227.2920"
8134,"2626244.2870"
8135,"2626260.4550"
8136,"2626277.1580"
8137,"2626293.8810"
8138,"2626310.5120"
8139,"2626327.0580"
8140,"2626343.6660"
8141,"2626360.1710"
8142,"2626376.5990"
8143,"2626393.4390"
8144,"2626409.8370"
8145,"2626426.6130"
8146,"2626443.0820"
8147,"2626459.8300"
8148,"2626476.3350"
8149,"2626493.0520"
8150,"2626509.3840"
8151,"2626525.9370"
8152,"2626542.6320"
8153,"2626559.1540"
8154,"2626576.2930"
8155,"2626592.3420"
8156,"2626609.0030"
8157,"2626625.6380"
8158,"2626642.1440"
8159,"2626658.8010"
8160,"2626675.7800"
8161,"2626692.4730"
8162,"2626709.1190"
8163,"2626725.3410"
8164,"2626741.6790"
8165,"2626758.5240"
8166,"2626775.0590"
8167,"2626791.6930"
8168,"2626808.2240"
8169,"2626825.1070"
8170,"2626841.4520"
8171,"2626858.0030"
8172,"2626874.5680"
8173,"2626891.2620"
8174,"2626907.6960"
8175,"2626924.6900"
8176,"2626941.2930"
8177,"2626958.0330"
8178,"2626974.4920"
8179,"2626991.6190"
8180,"2627007.6790"
8181,"2627024.1900"
8182,"2627040.6550"
8183,"2627057.2260"
8184,"2627074.2280"
8185,"2627090.8570"
8186,"2627107.2530"
8187,"2627123.9690"
8188,"2627140.1250"
8189,"2627157.2200"
8190,"2627173.6930"
8191,"2627189.8570"
8192,"2627206.5990"
8193,"2627223.1410"
8194,"2627240.2880"
8195,"2627256.3480"
8196,"2627273.0760"
8197,"2627289.5310"
8198,"2627306.2240"
8199,"2627323.0870"
8200,"2627339.2390"
8201,"2627355.7780"
8202,"2627372.4830"
8203,"2627389.2720"
8204,"2627405.5460"
8205,"2627422.5430"
8206,"2627438.8640"
8207,"2627455.7790"
8208,"2627472.3210"
8209,"2627489.0240"
8210,"2627505.2860"
8211,"2627522.1520"
8212,"2627538.9910"
8213,"2627555.1240"
8214,"2627571.5480"
8215,"2627588.2080"
8216,"2627604.7550"
8217,"2627621.4440"
8218,"2627638.2400"
8219,"2627655.1920"
8220,"2627671.5260"
8221,"2627688.1000"
8222,"2627704.2310"
8223,"2627721.0720"
8224,"2627737.8080"
8225,"2627754.0700"
8226,"2627770.5820"
8227,"2627787.5390"
8228,"2627803.8220"
8229,"2627820.4190"
8230,"2627837.1690"
8231,"2627853.6510"
8232,"2627870.4020"
8233,"2627886.8360"
8234,"2627903.4260"
8235,"2627919.9930"
8236,"2627936.5610"
8237,"2627953.9070"
8238,"2627969.7660"
8239,"2627986.3580"
8240,"2628002.9620"
8241,"2628019.5700"
8242,"2628036.6620"
8243,"2628052.7330"
8244,"2628069.3100"
8245,"2628085.9770"
8246,"2628102.5600"
8247,"2628119.4380"
8248,"2628135.7310"
8249,"2628152.3020"
8250,"2628169.1090"
8251,"2628185.5270"
8252,"2628202.7020"
8253,"2628218.8840"
8254,"2628235.4100"
8255,"2628252.0500"
8256,"2628268.5920"
8257,"2628285.3620"
8258,"2628301.6550"
8259,"2628318.2840"
8260,"2628334.9480"
8261,"2628351.4780"
8262,"2628368.0630"
8263,"2628384.7940"
8264,"2628401.3460"
8265,"2628417.8650"
8266,"2628434.8750"
8267,"2628451.5500"
8268,"2628468.2370"
8269,"2628484.6230"
8270,"2628501.3880"
8271,"2628517.6810"
8272,"2628534.8420"
8273,"2628551.0660"
8274,"2628567.3610"
8275,"2628584.3090"
8276,"2628600.6100"
8277,"2628617.2660"
8278,"2628633.6870"
8279,"2628650.1980"
8280,"2628667.3030"
8281,"2628683.3410"
8282,"2628700.6840"
8283,"2628716.7550"
8284,"2628733.3050"
8285,"2628749.7290"
8286,"2628766.4440"
8287,"2628783.7690"
8288,"2628800.1300"
8289,"2628816.5980"
8290,"2628832.7400"
8291,"2628849.4120"
8292,"2628866.3390"
8293,"2628882.9600"
8294,"2628899.5410"
8295,"2628916.1980"
8296,"2628932.5040"
8297,"2628949.4500"
8298,"2628965.5830"
8299,"2628982.6020"
8300,"2628998.8840"
8301,"2629016.0120"
8302,"2629032.0880"
8303,"2629048.6200"
8304,"2629065.4010"
8305,"2629081.9710"
8306,"2629098.2710"
8307,"2629115.1300"
8308,"2629131.6320"
8309,"2629148.2380"
8310,"2629164.9350"
8311,"2629181.3780"
8312,"2629198.3470"
8313,"2629214.6200"
8314,"2629231.2260"
8315,"2629248.0410"
8316,"2629264.6550"
8317,"2629281.3330"
8318,"2629297.6530"
8319,"2629314.4080"
8320,"2629331.0910"
8321,"2629347.4740"
8322,"2629364.0220"
8323,"2629380.4270"
8324,"2629397.1050"
8325,"2629413.6320"
8326,"2629430.1640"
8327,"2629446.9660"
8328,"2629463.5660"
8329,"2629479.9600"
8330,"2629497.0550"
8331,"2629513.6700"
8332,"2629530.1760"
8333,"2629546.7590"
8334,"2629563.3440"
8335,"2629579.9670"
8336,"2629596.5290"
8337,"2629613.1500"
8338,"2629629.2780"
8339,"2629645.9160"
8340,"2629662.5530"
8341,"2629679.0730"
8342,"2629696.2070"
8343,"2629712.3450"
8344,"2629729.2210"
8345,"2629745.5510"
8346,"2629762.3150"
8347,"2630326.4120"
8348,"2630343.3690"
8349,"2630359.7680"
8350,"2630376.2930"
8351,"2630393.3970"
8352,"2630409.3620"
8353,"2630425.9700"
8354,"2630442.4700"
8355,"2630459.1260"
8356,"2630475.7360"
8357,"2630492.4150"
8358,"2630509.0340"
8359,"2630525.4710"
8360,"2630542.1290"
8361,"2630558.6490"
8362,"2630575.2910"
8363,"2630591.9730"
8364,"2630608.4260"
8365,"2630625.4920"
8366,"2630641.7540"
8367,"2630658.4500"
8368,"2630675.2970"
8369,"2630691.4570"
8370,"2630708.5180"
8371,"2630725.0980"
8372,"2630741.5460"
8373,"2630758.2780"
8374,"2630774.7870"
8375,"2630791.2300"
8376,"2630807.9600"
8377,"2630824.7110"
8378,"2630840.9110"
8379,"2630857.4950"
8380,"2630873.9890"
8381,"2630890.6510"
8382,"2630907.2550"
8383,"2630923.7570"
8384,"2630940.4120"
8385,"2630957.0500"
8386,"2630973.5870"
8387,"2630990.2800"
8388,"2631006.7660"
8389,"2631023.3940"
8390,"2631040.0580"
8391,"2631056.6540"
8392,"2631073.1910"
8393,"2631089.7970"
8394,"2631106.3580"
8395,"2631123.0640"
8396,"2631139.8740"
8397,"2631156.5100"
8398,"2631172.9450"
8399,"2631189.2940"
8400,"2631206.3150"
8401,"2631222.4900"
8402,"2631240.0240"
8403,"2631255.9820"
8404,"2631272.6640"
8405,"2631289.3850"
8406,"2631306.0100"
8407,"2631322.1420"
8408,"2631339.0450"
8409,"2631355.4910"
8410,"2631371.9300"
8411,"2631388.9610"
8412,"2631405.4120"
8413,"2631421.8800"
8414,"2631438.6730"
8415,"2631454.8790"
8416,"2631471.4250"
8417,"2631488.0390"
8418,"2631505.1320"
8419,"2631521.4280"
8420,"2631538.2390"
8421,"2631554.3390"
8422,"2631570.9890"
8423,"2631587.6810"
8424,"2631604.2420"
8425,"2631620.7680"
8426,"2631637.3100"
8427,"2631654.0070"
8428,"2631670.6020"
8429,"2631687.2480"
8430,"2631704.2300"
8431,"2631720.3420"
8432,"2631737.1700"
8433,"2631753.5460"
8434,"2631770.1700"
8435,"2631786.7220"
8436,"2631803.3590"
8437,"2631819.9530"
8438,"2631836.4820"
8439,"2631853.2700"
8440,"2631869.7330"
8441,"2631886.4590"
8442,"2631903.0110"
8443,"2631919.6700"
8444,"2631936.1860"
8445,"2631953.4670"
8446,"2631969.3420"
8447,"2631986.0070"
8448,"2632002.6550"
8449,"2632019.2650"
8450,"2632035.8320"
8451,"2632052.2390"
8452,"2632069.0360"
8453,"2632085.5570"
8454,"2632102.0700"
8455,"2632119.1640"
8456,"2632135.3740"
8457,"2632151.8670"
8458,"2632168.6100"
8459,"2632185.0450"
8460,"2632201.8200"
8461,"2632218.4000"
8462,"2632234.9510"
8463,"2632251.7180"
8464,"2632268.1090"
8465,"2632285.2500"
8466,"2632301.4100"
8467,"2632317.9110"
8468,"2632334.3580"
8469,"2632350.9600"
8470,"2632367.9360"
8471,"2632384.2470"
8472,"2632400.7430"
8473,"2632417.4680"
8474,"2632434.0910"
8475,"2632450.8180"
8476,"2632467.2100"
8477,"2632483.7930"
8478,"2632500.4990"
8479,"2632517.1450"
8480,"2632533.7110"
8481,"2632550.5500"
8482,"2632566.6900"
8483,"2632583.5870"
8484,"2632600.3160"
8485,"2632616.4320"
8486,"2632633.2380"
8487,"2632649.7360"
8488,"2632666.5000"
8489,"2632683.0050"
8490,"2632699.8850"
8491,"2632716.2650"
8492,"2632732.9120"
8493,"2632749.2560"
8494,"2632765.9620"
8495,"2632782.9800"
8496,"2632799.4580"
8497,"2632815.7010"
8498,"2632832.2270"
8499,"2632849.0080"
8500,"2632865.5450"
8501,"2632882.1970"
8502,"2632898.6700"
8503,"2632915.3030"
8504,"2632932.1660"
8505,"2632949.2690"
8506,"2633778.4830"
8507,"2633794.7770"
8508,"2633811.4250"
8509,"2633828.1020"
8510,"2633844.6660"
8511,"2633861.2450"
8512,"2633877.7010"
8513,"2633894.4700"
8514,"2633911.1830"
8515,"2633927.9820"
8516,"2633944.5320"
8517,"2633960.7820"
8518,"2633977.3960"
8519,"2633994.1040"
8520,"2635172.3730"
8521,"2635322.0120"
8522,"2635338.0640"
8523,"2635354.9210"
8524,"2635371.7100"
8525,"2635388.0990"
8526,"2635405.0830"
8527,"2635421.2760"
8528,"2635437.7000"
8529,"2635454.5290"
8530,"2635470.9050"
8531,"2635488.2460"
8532,"2635504.2370"
8533,"2635520.7670"
8534,"2635537.7880"
8535,"2635554.2620"
8536,"2635570.6420"
8537,"2635587.0570"
8538,"2635603.7250"
8539,"2635620.4180"
8540,"2635637.0960"
8541,"2635653.4220"
8542,"2635669.9700"
8543,"2635686.5960"
8544,"2635703.2160"
8545,"2635720.0610"
8546,"2635736.4370"
8547,"2635753.0840"
8548,"2635770.0530"
8549,"2635786.6210"
8550,"2635802.9020"
8551,"2635819.8940"
8552,"2635836.0150"
8553,"2635852.6680"
8554,"2635869.2690"
8555,"2635885.7990"
8556,"2635902.4680"
8557,"2635918.9880"
8558,"2635935.6030"
8559,"2636002.0760"
8560,"2636018.7080"
8561,"2636035.1830"
8562,"2636051.7120"
8563,"2636068.4630"
8564,"2636085.1330"
8565,"2636101.5690"
8566,"2636118.1090"
8567,"2636134.6950"
8568,"2636151.3580"
8569,"2636167.9740"
8570,"2636184.5170"
8571,"2636201.2510"
8572,"2636217.7620"
8573,"2636234.2770"
8574,"2636250.9630"
8575,"2636267.8890"
8576,"2636284.5200"
8577,"2636317.6050"
8578,"2636367.1310"
8579,"2636384.0370"
8580,"2636400.7790"
8581,"2636417.3260"
8582,"2636433.5610"
8583,"2636450.1710"
8584,"2636467.2370"
8585,"2636483.5700"
8586,"2636499.8330"
8587,"2636516.3330"
8588,"2636533.0930"
8589,"2636549.5790"
8590,"2636566.3680"
8591,"2636582.8130"
8592,"2636599.2990"
8593,"2636632.8020"
8594,"2636649.2520"
8595,"2636665.8770"
8596,"2636682.3260"
8597,"2636699.1560"
8598,"2636715.6300"
8599,"2636732.1190"
8600,"2636748.7150"
8601,"2636765.5580"
8602,"2636782.0900"
8603,"2636798.5840"
8604,"2636815.1460"
8605,"2636831.9100"
8606,"2636848.3710"
8607,"2636865.0600"
8608,"2636881.4640"
8609,"2636898.6250"
8610,"2636915.3120"
8611,"2636931.6600"
8612,"2636947.8660"
8613,"2636964.5280"
8614,"2636981.1480"
8615,"2637213.5240"
8616,"2637230.0790"
8617,"2637246.6390"
8618,"2637263.1930"
8619,"2637279.8390"
8620,"2637296.4430"
8621,"2637313.1100"
8622,"2637329.5670"
8623,"2637346.2210"
8624,"2637362.8380"
8625,"2637379.4110"
8626,"2637395.9630"
8627,"2637412.6620"
8628,"2637429.2300"
8629,"2637445.9760"
8630,"2637462.3570"
8631,"2637478.9660"
8632,"2637495.6080"
8633,"2637512.1950"
8634,"2637528.7520"
8635,"2637545.3140"
8636,"2637562.0840"
8637,"2637578.5070"
8638,"2637595.0700"
8639,"2637611.8520"
8640,"2637628.3850"
8641,"2637645.1240"
8642,"2637661.4650"
8643,"2637678.1130"
8644,"2637694.7390"
8645,"2637711.3060"
8646,"2637727.8720"
8647,"2637744.4840"
8648,"2637761.2410"
8649,"2637777.6440"
8650,"2637794.2460"
8651,"2637810.9130"
8652,"2637829.1470"
8653,"2637844.0740"
8654,"2637860.5810"
8655,"2637877.2810"
8656,"2637893.9130"
8657,"2637910.4840"
8658,"2637927.0230"
8659,"2637943.6140"
8660,"2637960.3380"
8661,"2637976.9760"
8662,"2637993.3750"
8663,"2638010.0410"
8664,"2638026.8570"
8665,"2638043.2310"
8666,"2638060.1300"
8667,"2638076.6570"
8668,"2638093.2690"
8669,"2638109.6410"
8670,"2638126.0960"
8671,"2638142.7280"
8672,"2638159.4080"
8673,"2638175.9920"
8674,"2638192.7760"
8675,"2638209.2910"
8676,"2638226.2790"
8677,"2638242.4070"
8678,"2638275.9100"
8679,"2638309.2370"
8680,"2638325.6510"
8681,"2638341.9430"
8682,"2638358.5420"
8683,"2638375.1610"
8684,"2638408.3560"
8685,"2638425.4190"
8686,"2638441.4980"
8687,"2638458.2940"
8688,"2638475.1180"
8689,"2638491.3970"
8690,"2638524.4750"
8691,"2638541.1740"
8692,"2638557.7790"
8693,"2638574.3920"
8694,"2638590.8060"
8695,"2638607.5110"
8696,"2638906.1350"
8697,"2638922.9190"
8698,"2638939.3740"
8699,"2638956.0160"
8700,"2638972.4860"
8701,"2638989.1930"
8702,"2639005.7160"
8703,"2639022.3880"
8704,"2639038.9070"
8705,"2639055.4700"
8706,"2639072.1870"
8707,"2639088.7910"
8708,"2639105.3520"
8709,"2639121.8870"
8710,"2639138.5010"
8711,"2639155.1300"
8712,"2639171.7490"
8713,"2639188.2260"
8714,"2640034.6740"
8715,"2640051.2530"
8716,"2640067.8520"
8717,"2640084.5320"
8718,"2640101.1300"
8719,"2640117.6750"
8720,"2640134.2090"
8721,"2640150.9200"
8722,"2640167.4070"
8723,"2640183.9910"
8724,"2640200.6410"
8725,"2640217.3440"
8726,"2640233.7760"
8727,"2640250.3830"
8728,"2640267.1460"
8729,"2640283.7190"
8730,"2640532.4770"
8731,"2640549.2240"
8732,"2640565.7450"
8733,"2640582.1950"
8734,"2640598.8840"
8735,"2640615.5270"
8736,"2640632.1540"
8737,"2640648.7240"
8738,"2640665.3020"
8739,"2640681.9680"
8740,"2640698.4360"
8741,"2640714.9670"
8742,"2640731.6160"
8743,"2640748.2830"
8744,"2640765.1080"
8745,"2640781.3960"
8746,"2640797.9960"
8747,"2640831.3840"
8748,"2640847.7330"
8749,"2640864.5830"
8750,"2640881.1120"
8751,"2640897.5450"
8752,"2640914.4110"
8753,"2640947.3730"
8754,"2640964.0080"
8755,"2640980.5230"
8756,"2640997.2310"
8757,"2641013.7500"
8758,"2641030.5160"
8759,"2641046.9340"
8760,"2641063.4880"
8761,"2641080.2030"
8762,"2641096.7870"
8763,"2641113.3350"
8764,"2641129.9220"
8765,"2641196.3320"
8766,"2641212.9990"
8767,"2641229.4990"
8768,"2641246.0650"
8769,"2641262.6960"
8770,"2641313.1360"
8771,"2641329.1940"
8772,"2641345.6760"
8773,"2641362.2740"
8774,"2641378.8670"
8775,"2641395.4910"
8776,"2641412.1940"
8777,"2641428.6260"
8778,"2641445.8550"
8779,"2641461.9760"
8780,"2641478.4870"
8781,"2641495.0180"
8782,"2641511.5680"
8783,"2641528.2540"
8784,"2641544.9940"
8785,"2641561.4970"
8786,"2641577.9830"
8787,"2641594.5900"
8788,"2641611.2760"
8789,"2641627.7990"
8790,"2641644.4350"
8791,"2641661.1620"
8792,"2641677.6760"
8793,"2641694.1240"
8794,"2641710.9460"
8795,"2641727.3660"
8796,"2641744.0310"
8797,"2641760.6100"
8798,"2641777.3260"
8799,"2641793.7670"
8800,"2641810.3840"
8801,"2641826.9890"
8802,"2641843.5840"
8803,"2641860.1670"
8804,"2641876.9410"
8805,"2641893.3310"
8806,"2641909.8450"
8807,"2641926.5110"
8808,"2641943.1350"
8809,"2641959.7950"
8810,"2641976.2600"
8811,"2641993.1570"
8812,"2642009.5090"
8813,"2642026.2220"
8814,"2642042.7330"
8815,"2642059.2820"
8816,"2642076.0000"
8817,"2642092.5050"
8818,"2642109.1880"
8819,"2642125.6010"
8820,"2642142.2960"
8821,"2642158.8900"
8822,"2642175.4790"
8823,"2642192.0340"
8824,"2642208.7650"
8825,"2642225.5630"
8826,"2642241.9330"
8827,"2642258.4620"
8828,"2642275.0410"
8829,"2642291.6430"
8830,"2642308.2350"
8831,"2642324.7900"
8832,"2642341.6200"
8833,"2642358.0250"
8834,"2642374.5450"
8835,"2642391.2040"
8836,"2642408.0300"
8837,"2642424.3480"
8838,"2642441.0750"
8839,"2642457.5460"
8840,"2642474.1720"
8841,"2642490.7040"
8842,"2642507.3650"
8843,"2642527.6320"
8844,"2642557.2990"
8845,"2642573.7880"
8846,"2642590.6670"
8847,"2642607.2640"
8848,"2642623.5980"
8849,"2642640.2350"
8850,"2642657.1450"
8851,"2642673.3610"
8852,"2642689.8550"
8853,"2642706.5130"
8854,"2642723.1970"
8855,"2642739.6960"
8856,"2642756.1900"
8857,"2642773.1710"
8858,"2642789.5700"
8859,"2642806.1750"
8860,"2642822.9040"
8861,"2642855.8620"
8862,"2642872.4600"
8863,"2642889.1260"
8864,"2642905.5680"
8865,"2642922.2890"
8866,"2642938.8330"
8867,"2642955.4330"
8868,"2642972.0160"
8869,"2642989.2510"
8870,"2643005.4200"
8871,"2643021.9820"
8872,"2643038.3810"
8873,"2643055.1610"
8874,"2643071.6270"
8875,"2643088.3580"
8876,"2643105.0170"
8877,"2643121.4150"
8878,"2643138.0220"
8879,"2643154.6790"
8880,"2643171.2340"
8881,"2643187.8760"
8882,"2643204.4010"
8883,"2643221.1760"
8884,"2643237.5160"
8885,"2643254.1320"
8886,"2643270.7520"
8887,"2643287.3450"
8888,"2643303.9900"
8889,"2643320.5150"
8890,"2643337.4840"
8891,"2643353.7980"
8892,"2643370.8830"
8893,"2643387.0130"
8894,"2643403.4960"
8895,"2643420.2550"
8896,"2643436.7050"
8897,"2643453.9060"
8898,"2643469.8820"
8899,"2643486.5480"
8900,"2643503.2240"
8901,"2643519.6490"
8902,"2643536.2220"
8903,"2643553.2330"
8904,"2643569.5080"
8905,"2643587.1080"
8906,"2643602.6510"
8907,"2643619.2940"
8908,"2643635.9840"
8909,"2643652.4850"
8910,"2643669.1120"
8911,"2643685.6610"
8912,"2643702.2830"
8913,"2643718.8250"
8914,"2643735.4480"
8915,"2643752.1150"
8916,"2643768.7010"
8917,"2643785.3010"
8918,"2643801.7370"
8919,"2643818.5020"
8920,"2643835.1990"
8921,"2643851.7130"
8922,"2643868.1720"
8923,"2643884.9230"
8924,"2643901.4040"
8925,"2643917.8840"
8926,"2643934.5170"
8927,"2643951.1570"
8928,"2643967.7370"
8929,"2643984.9810"
8930,"2644001.0510"
8931,"2644017.6000"
8932,"2644034.0770"
8933,"2644084.1090"
8934,"2644100.5020"
8935,"2644117.2380"
8936,"2644133.7010"
8937,"2644150.2880"
8938,"2644166.8200"
8939,"2644183.4500"
8940,"2644200.1740"
8941,"2644216.6370"
8942,"2644233.3440"
8943,"2644249.7830"
8944,"2644266.6650"
8945,"2644283.0360"
8946,"2644299.5880"
8947,"2644316.2750"
8948,"2644332.8800"
8949,"2644349.4650"
8950,"2644366.0360"
8951,"2644382.6660"
8952,"2644399.3840"
8953,"2644415.8370"
8954,"2644433.1710"
8955,"2644449.0420"
8956,"2644465.6640"
8957,"2644482.2860"
8958,"2644499.2120"
8959,"2644515.3760"
8960,"2644532.0250"
8961,"2644549.0000"
8962,"2644565.3450"
8963,"2644582.8140"
8964,"2644598.3560"
8965,"2644614.9390"
8966,"2644631.5700"
8967,"2644648.0540"
8968,"2644665.2990"
8969,"2644681.7440"
8970,"2644698.0020"
8971,"2644714.5170"
8972,"2644731.2210"
8973,"2645046.5890"
8974,"2645063.0050"
8975,"2645079.8610"
8976,"2645096.2650"
8977,"2645113.0170"
8978,"2645129.4790"
8979,"2645146.1010"
8980,"2645162.6460"
8981,"2645179.2150"
8982,"2645195.7510"
8983,"2645212.4100"
8984,"2645229.1330"
8985,"2645245.6710"
8986,"2645262.2740"
8987,"2645278.8340"
8988,"2645295.5470"
8989,"2645311.9570"
8990,"2645328.5370"
8991,"2645345.2450"
8992,"2645361.7540"
8993,"2645378.3720"
8994,"2645395.0230"
8995,"2645411.5850"
8996,"2645428.1490"
8997,"2645444.7110"
8998,"2645461.3190"
8999,"2645478.1410"
9000,"2645494.4990"
9001,"2645511.0660"
9002,"2645527.7550"
9003,"2645544.2890"
9004,"2645561.0530"
9005,"2645577.5880"
9006,"2645594.2250"
