"i","t"
2622,"55063.6100"
2623,"55079.8730"
2624,"55096.5580"
2625,"55113.1390"
2626,"55129.7790"
2627,"55146.2950"
2628,"55163.0640"
2629,"55179.4520"
2630,"55196.1730"
2631,"55212.7940"
2632,"55229.2960"
2633,"55412.2640"
2634,"55428.5980"
2635,"55445.4430"
2636,"55627.6770"
2637,"55644.2090"
2638,"55660.7590"
2639,"55943.3730"
2640,"55959.4450"
2641,"55976.1030"
2642,"55992.9770"
2643,"56009.1960"
2644,"56025.8870"
2645,"56042.5060"
2646,"56059.1680"
2647,"56076.0400"
2648,"56092.4430"
2649,"56108.8150"
2650,"56125.4490"
2651,"56142.3740"
2652,"56159.1390"
2653,"56175.4850"
2654,"56191.8740"
2655,"56208.3620"
2656,"56224.9770"
2657,"56241.7830"
2658,"56258.6330"
2659,"56274.8450"
2660,"56491.3980"
2661,"56507.6610"
2662,"56523.8100"
2663,"56756.5550"
2664,"56773.0060"
2665,"56790.0880"
2666,"56806.2340"
2667,"56822.8080"
2668,"56839.5380"
2669,"56855.7520"
2670,"56872.6940"
2671,"56889.3590"
2672,"56905.7650"
2673,"56922.4360"
2674,"56938.6990"
2675,"56955.7580"
2676,"56972.2300"
2677,"56988.8180"
2678,"57005.4740"
2679,"57022.0060"
2680,"57038.6770"
2681,"57055.3660"
2682,"57071.8290"
2683,"57088.1540"
2684,"57104.9560"
2685,"57121.9510"
2686,"57137.6890"
2687,"57154.7980"
2688,"57171.5660"
2689,"57187.8660"
2690,"57204.6350"
2691,"57220.7080"
2692,"57237.7800"
2693,"57254.0740"
2694,"57270.4630"
2695,"57287.3830"
2696,"57303.7310"
2697,"57320.2280"
2698,"57336.8860"
2699,"57353.8780"
2700,"57370.8600"
2701,"57387.3940"
2702,"57403.4120"
2703,"57419.8690"
2704,"57436.8800"
2705,"57453.4070"
2706,"57469.9910"
2707,"57486.6300"
2708,"57502.8970"
2709,"57519.8240"
2710,"57536.3730"
2711,"57553.0420"
2712,"57569.7330"
2713,"57586.2120"
2714,"57602.7440"
2715,"57619.4030"
2716,"57635.7450"
2717,"57652.4140"
2718,"57668.7220"
2719,"57685.5380"
2720,"57702.7000"
2721,"57718.7460"
2722,"57735.3700"
2723,"57751.7540"
2724,"57768.5080"
2725,"57785.7000"
2726,"57801.7410"
2727,"57818.1440"
2728,"57835.1460"
2729,"57851.7540"
2730,"57868.1480"
2731,"57884.9560"
2732,"57901.5660"
2733,"57917.7170"
2734,"57934.3060"
2735,"57951.4100"
2736,"57967.8300"
2737,"57984.1130"
2738,"58001.0860"
2739,"58017.2700"
2740,"58034.2300"
2741,"58051.1520"
2742,"58067.4160"
2743,"58083.8860"
2744,"58100.3970"
2745,"58117.2320"
2746,"58133.4390"
2747,"58150.1210"
2748,"58166.6280"
2749,"58183.2890"
2750,"58200.2100"
2751,"58216.4650"
2752,"58232.9660"
2753,"58249.5970"
2754,"58266.1690"
2755,"58283.4600"
2756,"58299.3660"
2757,"58315.9450"
2758,"58332.5550"
2759,"58349.1770"
2760,"58366.2200"
2761,"58382.5140"
2762,"58399.0780"
2763,"58415.6050"
2764,"58432.2590"
2765,"58449.1720"
2766,"58465.3640"
2767,"58482.1500"
2768,"58499.1310"
2769,"58515.2160"
2770,"58531.7300"
2771,"58548.3710"
2772,"58564.9800"
2773,"58582.3170"
2774,"58598.0530"
2775,"58614.7000"
2776,"58631.9920"
2777,"58648.2930"
2778,"58664.9850"
2779,"58681.6260"
2780,"58698.1370"
2781,"58714.8970"
2782,"58731.4090"
2783,"58748.0570"
2784,"58764.5700"
2785,"58781.1040"
2786,"58797.6230"
2787,"58814.3390"
2788,"58831.3280"
2789,"58847.6430"
2790,"58863.6780"
2791,"58880.2960"
2792,"58897.2830"
2793,"58913.8500"
2794,"58930.3920"
2795,"58946.5810"
2796,"58963.4130"
2797,"58980.0680"
2798,"58996.7930"
2799,"59013.4250"
2800,"59029.6450"
2801,"59046.2360"
2802,"59062.9050"
2803,"59079.9020"
2804,"59096.0750"
2805,"59112.9230"
2806,"59129.4110"
2807,"59146.0510"
2808,"59162.4980"
2809,"59179.5540"
2810,"59195.7800"
2811,"59212.2170"
2812,"59229.1530"
2813,"59246.1340"
2814,"59262.4010"
2815,"59278.9270"
2816,"59295.6540"
2817,"59312.1390"
2818,"59328.8970"
2819,"59344.9940"
2820,"59361.6700"
2821,"59378.2800"
2822,"59395.2670"
2823,"59411.8000"
2824,"59428.3230"
2825,"59444.8850"
2826,"59461.5650"
2827,"59478.1380"
2828,"59495.0980"
2829,"59511.3910"
2830,"59527.4710"
2831,"59544.5310"
2832,"59561.0460"
2833,"59577.5360"
2834,"59594.2420"
2835,"59611.1080"
2836,"59627.1150"
2837,"59643.5640"
2838,"59660.7750"
2839,"59677.1070"
2840,"59693.7560"
2841,"59710.4350"
2842,"59726.6140"
2843,"59743.7530"
2844,"59759.8870"
2845,"59776.3770"
2846,"59793.1380"
2847,"60440.1920"
2848,"60457.2650"
2849,"60722.7210"
2850,"60739.4780"
2851,"60755.8750"
2852,"60938.2320"
2853,"60955.4140"
2854,"61170.3990"
2855,"61186.9160"
2856,"61203.6600"
2857,"61220.4740"
2858,"61236.8920"
2859,"61469.5700"
2860,"61486.1300"
2861,"61768.2790"
2862,"61785.1620"
2863,"61801.4330"
2864,"61967.4230"
2865,"61983.7460"
2866,"62000.6960"
2867,"62017.2500"
2868,"62033.4170"
2869,"62050.3860"
2870,"62067.0740"
2871,"62083.2630"
2872,"62099.7070"
2873,"62116.3630"
2874,"62133.1430"
2875,"62149.6860"
2876,"62166.1390"
2877,"62182.8700"
2878,"62200.0010"
2879,"62216.2380"
2880,"62232.7190"
2881,"62249.6110"
2882,"62266.1310"
2883,"62282.7440"
2884,"62299.3160"
2885,"62315.6960"
2886,"62332.5840"
2887,"62349.1750"
2888,"62365.6160"
2889,"62382.3120"
2890,"62398.8620"
2891,"62415.6630"
2892,"62432.2010"
2893,"62448.9160"
2894,"62465.3100"
2895,"62481.9920"
2896,"62498.4960"
2897,"62515.2230"
2898,"62531.7280"
2899,"62548.0950"
2900,"62564.9190"
2901,"62581.3470"
2902,"62598.0800"
2903,"62896.7480"
2904,"62913.3530"
2905,"62929.9720"
2906,"62946.3860"
2907,"62963.1880"
2908,"62979.4480"
2909,"62996.1480"
2910,"63012.7090"
2911,"63029.1070"
2912,"63046.0550"
2913,"63062.3290"
2914,"63079.5140"
2915,"63095.8690"
2916,"63112.2440"
2917,"63129.0530"
2918,"63145.2580"
2919,"63162.0940"
2920,"63178.4250"
2921,"63195.1130"
2922,"63211.6310"
2923,"63228.1880"
2924,"63245.6350"
2925,"63261.9470"
2926,"63278.4390"
2927,"63295.1580"
2928,"63311.4290"
2929,"63328.3810"
2930,"63344.3880"
2931,"63360.9550"
2932,"63377.5630"
2933,"63394.1640"
2934,"63411.4250"
2935,"63427.4010"
2936,"63443.9290"
2937,"63460.5950"
2938,"63477.1100"
2939,"63494.2860"
2940,"63510.3480"
2941,"63527.0750"
2942,"63543.6660"
2943,"63560.5230"
2944,"63576.8900"
2945,"63593.3120"
2946,"63609.9540"
2947,"63626.5060"
2948,"63643.1410"
2949,"63659.7940"
2950,"63676.3530"
2951,"63693.0050"
2952,"63709.5100"
2953,"63726.1690"
2954,"63743.2220"
2955,"63759.3090"
2956,"63775.8220"
2957,"63792.5470"
2958,"63809.5180"
2959,"63825.8220"
2960,"63842.3800"
2961,"63859.0840"
2962,"63875.6130"
2963,"63892.5060"
2964,"63908.9930"
2965,"63925.2020"
2966,"63941.8370"
2967,"63958.4970"
2968,"63975.4910"
2969,"63992.1960"
2970,"64008.7520"
2971,"64024.8840"
2972,"64041.7790"
2973,"64058.2190"
2974,"64075.3180"
2975,"64091.3770"
2976,"64107.7370"
2977,"64124.3620"
2978,"64140.9890"
2979,"64157.6140"
2980,"64174.1280"
2981,"64190.8840"
2982,"64207.6430"
2983,"64224.1120"
2984,"64240.7560"
2985,"64257.2670"
2986,"64273.8630"
2987,"64290.5450"
2988,"64307.1690"
2989,"64323.8470"
2990,"64340.1210"
2991,"64357.2800"
2992,"64373.9760"
2993,"64390.2970"
2994,"64406.6540"
2995,"64423.6280"
2996,"64439.6750"
2997,"64456.9320"
2998,"64472.8830"
2999,"64489.8600"
3000,"64506.0910"
3001,"64522.7210"
3002,"64539.7210"
3003,"64555.8460"
3004,"64573.0070"
3005,"64589.1110"
3006,"64605.8150"
3007,"64622.7330"
3008,"64639.1040"
3009,"64655.5440"
3010,"64672.2160"
3011,"64688.7520"
3012,"64705.1780"
3013,"64722.0350"
3014,"64738.3840"
3015,"64755.1090"
3016,"64771.7430"
3017,"64788.3370"
3018,"64804.9000"
3019,"64821.4770"
3020,"64837.9960"
3021,"64854.5390"
3022,"64871.4170"
3023,"64887.8790"
3024,"64904.8150"
3025,"64921.1280"
3026,"64937.8320"
3027,"64954.6030"
3028,"64970.8530"
3029,"64987.4110"
3030,"65004.0540"
3031,"65020.5590"
3032,"65037.1010"
3033,"65053.8230"
3034,"65070.4600"
3035,"65086.9190"
3036,"65103.4580"
3037,"65120.2100"
3038,"65136.9190"
3039,"65153.4700"
3040,"65170.0160"
3041,"65186.5210"
3042,"65203.3220"
3043,"65219.8920"
3044,"65684.7540"
3045,"65701.2420"
3046,"65717.5100"
3047,"65734.3020"
3048,"65750.8620"
3049,"65767.6130"
3050,"65784.5070"
3051,"65800.6380"
3052,"65817.5580"
3053,"65834.1700"
3054,"65850.7420"
3055,"65867.4270"
3056,"65883.4940"
3057,"65900.1750"
3058,"65916.7870"
3059,"65933.3660"
3060,"65949.9530"
3061,"65966.7250"
3062,"65983.2500"
3063,"66298.5420"
3064,"66315.1830"
3065,"66331.8470"
3066,"66348.2160"
3067,"66696.6950"
3068,"66713.2360"
3069,"66929.1230"
3070,"66945.5650"
3071,"66962.2570"
3072,"66978.8830"
3073,"66995.8890"
3074,"67012.0480"
3075,"67028.8070"
3076,"67045.2070"
3077,"67061.8750"
3078,"67078.4880"
3079,"67095.1990"
3080,"67111.6360"
3081,"67128.4460"
3082,"67145.1770"
3083,"67162.1080"
3084,"67178.1330"
3085,"67443.5840"
3086,"67460.1790"
3087,"67775.5660"
3088,"67792.1670"
3089,"67974.6250"
3090,"67991.3060"
3091,"68007.6730"
3092,"68389.8160"
3093,"68406.4460"
3094,"68422.6940"
3095,"68738.1300"
3096,"68755.1240"
3097,"68771.3400"
3098,"68788.4060"
3099,"68804.7320"
3100,"68821.2410"
3101,"68838.0810"
3102,"68854.3840"
3103,"68871.4520"
3104,"68887.3930"
3105,"68904.1680"
3106,"69037.0520"
3107,"69053.2670"
3108,"69070.0150"
3109,"69086.3910"
3110,"69103.2420"
3111,"69119.8320"
3112,"69136.2500"
3113,"69152.8780"
3114,"69169.3630"
3115,"69186.1400"
3116,"69203.2980"
3117,"69219.3070"
3118,"69235.6850"
3119,"69252.4860"
3120,"69268.9910"
3121,"69285.6370"
3122,"69302.1980"
3123,"69318.9120"
3124,"69335.4920"
3125,"69352.0480"
3126,"69368.6550"
3127,"69385.2650"
3128,"69401.8860"
3129,"69418.3660"
3130,"69435.1360"
3131,"69451.4890"
3132,"69468.0940"
3133,"69484.7580"
3134,"69501.4140"
3135,"69517.9470"
3136,"69534.8780"
3137,"69551.1810"
3138,"69568.2000"
3139,"69584.4410"
3140,"69600.8260"
3141,"69617.6770"
3142,"69634.1130"
3143,"69650.8280"
3144,"69667.3000"
3145,"69684.3160"
3146,"69700.9390"
3147,"69717.1140"
3148,"69733.6830"
3149,"69750.3550"
3150,"69767.0990"
3151,"69783.7640"
3152,"69800.1230"
3153,"69816.5690"
3154,"69833.3770"
3155,"69850.2250"
3156,"69867.1810"
3157,"69883.4920"
3158,"69899.8680"
3159,"69916.6190"
3160,"69933.2030"
3161,"69949.7580"
3162,"69966.1140"
3163,"69982.5260"
3164,"69999.3330"
3165,"70015.6660"
3166,"70032.4830"
3167,"70049.0090"
3168,"70065.5200"
3169,"70082.2120"
3170,"70098.7740"
3171,"70115.5200"
3172,"70131.9420"
3173,"70148.5330"
3174,"70165.2190"
3175,"70181.7800"
3176,"70198.3330"
3177,"70214.8900"
3178,"70231.5250"
3179,"70248.2100"
3180,"70264.6800"
3181,"70281.2440"
3182,"70298.0030"
3183,"70314.5300"
3184,"70331.1410"
3185,"70347.6820"
3186,"70364.6490"
3187,"70380.8320"
3188,"70397.4250"
3189,"70414.4200"
3190,"70430.5880"
3191,"70447.2910"
3192,"70464.0140"
3193,"70480.6450"
3194,"70497.1910"
3195,"70513.7990"
3196,"70530.3040"
3197,"70546.7320"
3198,"70563.5720"
3199,"70579.9700"
3200,"70596.7460"
3201,"70613.2150"
3202,"70629.9630"
3203,"70646.4680"
3204,"70663.1850"
3205,"70679.5170"
3206,"70696.0700"
3207,"70712.7650"
3208,"70729.2870"
3209,"70746.4260"
3210,"70762.4750"
3211,"70779.1360"
3212,"70795.7710"
3213,"70812.2770"
3214,"70828.9340"
3215,"70845.9130"
3216,"70862.6060"
3217,"70879.2520"
3218,"70895.4740"
3219,"70911.8120"
3220,"70928.6570"
3221,"70945.1920"
3222,"70961.8260"
3223,"70978.3570"
3224,"70995.2400"
3225,"71011.5850"
3226,"71028.1360"
3227,"71044.7010"
3228,"71061.3950"
3229,"71077.8290"
3230,"71094.8230"
3231,"71111.4260"
3232,"71128.1660"
3233,"71144.6250"
3234,"71161.7520"
3235,"71177.8120"
3236,"71194.3230"
3237,"71210.7880"
3238,"71227.3590"
3239,"71244.3610"
3240,"71260.9900"
3241,"71277.3860"
3242,"71294.1020"
3243,"71310.2580"
3244,"71327.3530"
3245,"71343.8260"
3246,"71359.9900"
3247,"71376.7320"
3248,"71393.2740"
3249,"71410.4210"
3250,"71426.4810"
3251,"71443.2090"
3252,"71459.6640"
3253,"71476.3570"
3254,"71493.2200"
3255,"71509.3720"
3256,"71525.9110"
3257,"71542.6160"
3258,"71559.4050"
3259,"71575.6790"
3260,"71592.6760"
3261,"71608.9970"
3262,"71625.9120"
3263,"71642.4540"
3264,"71659.1570"
3265,"71675.4190"
3266,"71692.2850"
3267,"71709.1240"
3268,"71725.2570"
3269,"71741.6810"
3270,"71758.3410"
3271,"71774.8880"
3272,"71791.5770"
3273,"71808.3730"
3274,"71825.3250"
3275,"71841.6590"
3276,"71858.2330"
3277,"71874.3640"
3278,"71891.2050"
3279,"71907.9410"
3280,"71924.2030"
3281,"71940.7150"
3282,"71957.6720"
3283,"71973.9550"
3284,"71990.5520"
3285,"72007.3020"
3286,"72023.7840"
3287,"72040.5350"
3288,"72056.9690"
3289,"72073.5590"
3290,"72090.1260"
3291,"72106.6940"
3292,"72124.0400"
3293,"72139.8990"
3294,"72156.4910"
3295,"72173.0950"
3296,"72189.7030"
3297,"72206.7950"
3298,"72222.8660"
3299,"72239.4430"
3300,"72256.1100"
3301,"72272.6930"
3302,"72289.5710"
3303,"72305.8640"
3304,"72322.4350"
3305,"72339.2420"
3306,"72355.6600"
3307,"72372.8350"
3308,"72389.0170"
3309,"72405.5430"
3310,"72422.1830"
3311,"72438.7250"
3312,"72455.4950"
3313,"72471.7880"
3314,"72488.4170"
3315,"72505.0810"
3316,"72521.6110"
3317,"72538.1960"
3318,"72554.9270"
3319,"72571.4790"
3320,"72587.9980"
3321,"72605.0080"
3322,"72621.6830"
3323,"72638.3700"
3324,"72654.7560"
3325,"72671.5210"
3326,"72687.8140"
3327,"72704.9750"
3328,"72721.1990"
3329,"72737.4940"
3330,"72754.4420"
3331,"72770.7430"
3332,"72787.3990"
3333,"72803.8200"
3334,"72820.3310"
3335,"72837.4360"
3336,"72853.4740"
3337,"72870.8170"
3338,"72886.8880"
3339,"72903.4380"
3340,"72919.8620"
3341,"72936.5770"
3342,"72953.9020"
3343,"72970.2630"
3344,"72986.7310"
3345,"73002.8730"
3346,"73019.5450"
3347,"73036.4720"
3348,"73053.0930"
3349,"73069.6740"
3350,"73086.3310"
3351,"73102.6370"
3352,"73119.5830"
3353,"73135.7160"
3354,"73152.7350"
3355,"73169.0170"
3356,"73186.1450"
3357,"73202.2210"
3358,"73218.7530"
3359,"73235.5340"
3360,"73252.1040"
3361,"73268.4040"
3362,"73285.2630"
3363,"73301.7650"
3364,"73318.3710"
3365,"73335.0680"
3366,"73351.5110"
3367,"73368.4800"
3368,"73384.7530"
3369,"73401.3590"
3370,"73418.1740"
3371,"73434.7880"
3372,"73451.4660"
3373,"73467.7860"
3374,"73484.5410"
3375,"73501.2240"
3376,"73517.6070"
3377,"73534.1550"
3378,"73550.5600"
3379,"73567.2380"
3380,"73583.7650"
3381,"73600.2970"
3382,"73617.0990"
3383,"73633.6990"
3384,"73650.0930"
3385,"73667.1880"
3386,"73683.8030"
3387,"73700.3090"
3388,"73716.8920"
3389,"73733.4770"
3390,"73750.1000"
3391,"73766.6620"
3392,"73783.2830"
3393,"73799.4110"
3394,"73816.0490"
3395,"73832.6860"
3396,"73849.2060"
3397,"73866.3400"
3398,"73882.4780"
3399,"73899.3540"
3400,"73915.6840"
3401,"73932.4480"
3402,"73948.9340"
3403,"73965.6330"
3404,"73982.4670"
3405,"74214.3650"
3406,"74231.1290"
3407,"74496.5450"
3408,"74513.5020"
3409,"74529.9010"
3410,"74546.4260"
3411,"74695.6040"
3412,"74712.2620"
3413,"74728.7820"
3414,"74745.4240"
3415,"74762.1060"
3416,"74778.5590"
3417,"74795.6250"
3418,"74811.8870"
3419,"74828.5830"
3420,"74845.4300"
3421,"74861.5900"
3422,"74878.6510"
3423,"74895.2310"
3424,"74911.6790"
3425,"74928.4110"
3426,"74944.9200"
3427,"74961.3630"
3428,"74978.0930"
3429,"74994.8440"
3430,"75011.0440"
3431,"75027.6280"
3432,"75044.1220"
3433,"75060.7840"
3434,"75077.3880"
3435,"75093.8900"
3436,"75110.5450"
3437,"75127.1830"
3438,"75143.7200"
3439,"75160.4130"
3440,"75176.8990"
3441,"75193.5270"
3442,"75210.1910"
3443,"75226.7870"
3444,"75243.3240"
3445,"75259.9300"
3446,"75276.4910"
3447,"75293.1970"
3448,"75310.0070"
3449,"75326.6430"
3450,"75343.0780"
3451,"75359.4270"
3452,"75376.4480"
3453,"75392.6230"
3454,"75410.1570"
3455,"75426.1150"
3456,"75442.7970"
3457,"75459.5180"
3458,"75476.1430"
3459,"75492.2750"
3460,"75509.1780"
3461,"75525.6240"
3462,"75542.0630"
3463,"75559.0940"
3464,"75575.5450"
3465,"75592.0130"
3466,"75608.8060"
3467,"75625.0120"
3468,"75641.5580"
3469,"75658.1720"
3470,"75675.2650"
3471,"75691.5610"
3472,"75708.3720"
3473,"75724.4720"
3474,"75741.1220"
3475,"75757.8140"
3476,"75774.3750"
3477,"75790.9010"
3478,"75807.4430"
3479,"75824.1400"
3480,"75840.7350"
3481,"75857.3810"
3482,"75874.3630"
3483,"75890.4750"
3484,"75907.3030"
3485,"75923.6790"
3486,"75940.3030"
3487,"75956.8550"
3488,"75973.4920"
3489,"75990.0860"
3490,"76006.6150"
3491,"76023.4030"
3492,"76039.8660"
3493,"76056.5920"
3494,"76073.1440"
3495,"76089.8030"
3496,"76106.3190"
3497,"76123.6000"
3498,"76139.4750"
3499,"76156.1400"
3500,"76172.7880"
3501,"76189.3980"
3502,"76205.9650"
3503,"76222.3720"
3504,"76239.1690"
3505,"76255.6900"
3506,"76272.2030"
3507,"76289.2970"
3508,"76305.5070"
3509,"76322.0000"
3510,"76338.7430"
3511,"76355.1780"
3512,"76371.9530"
3513,"76388.5330"
3514,"76405.0840"
3515,"76421.8510"
3516,"76438.2420"
3517,"76455.3830"
3518,"76471.5430"
3519,"76488.0440"
3520,"76504.4910"
3521,"76521.0930"
3522,"76538.0690"
3523,"76554.3800"
3524,"76570.8760"
3525,"76587.6010"
3526,"76604.2240"
3527,"76620.9510"
3528,"76637.3430"
3529,"76653.9260"
3530,"76670.6320"
3531,"76687.2780"
3532,"76703.8440"
3533,"76720.6830"
3534,"76736.8230"
3535,"76753.7200"
3536,"76770.4490"
3537,"76786.5650"
3538,"76803.3710"
3539,"76819.8690"
3540,"76836.6330"
3541,"76853.1380"
3542,"76870.0180"
3543,"76886.3980"
3544,"76903.0450"
3545,"76919.3890"
3546,"76936.0950"
3547,"76953.1130"
3548,"76969.5910"
3549,"77119.4020"
3550,"77135.4360"
3551,"77152.0700"
3552,"77168.6750"
3553,"77600.3180"
3554,"77616.8060"
3555,"77633.2400"
3556,"77650.0090"
3557,"77948.6160"
3558,"77964.9100"
3559,"77981.5580"
3560,"78164.2370"
3561,"78180.5770"
3562,"78197.3900"
3563,"78214.0650"
3564,"78413.1550"
3565,"78429.7110"
3566,"78446.4470"
3567,"78745.3090"
3568,"78761.6680"
3569,"78778.0910"
3570,"78794.7180"
3571,"79010.4370"
3572,"79027.6140"
3573,"79043.6400"
3574,"79492.1450"
3575,"79508.1970"
3576,"79525.0540"
3577,"79541.8430"
3578,"79558.2320"
3579,"79575.2160"
3580,"79591.4090"
3581,"79607.8330"
3582,"79624.6620"
3583,"79641.0380"
3584,"79658.3790"
3585,"79674.3700"
3586,"79690.9000"
3587,"79707.9210"
3588,"79724.3950"
3589,"79740.7750"
3590,"79757.1900"
3591,"79773.8580"
3592,"79790.5510"
3593,"79807.2290"
3594,"79823.5550"
3595,"79840.1030"
3596,"79856.7290"
3597,"79873.3490"
3598,"79890.1940"
3599,"79906.5700"
3600,"79923.2170"
3601,"79940.1860"
3602,"79956.7540"
3603,"79973.0350"
3604,"79990.0270"
3605,"80006.1480"
3606,"80022.8010"
3607,"80039.4020"
3608,"80055.9320"
3609,"80072.6010"
3610,"80089.1210"
3611,"80105.7360"
3612,"80122.2960"
3613,"80138.9410"
3614,"80155.5060"
3615,"80172.2090"
3616,"80188.8410"
3617,"80205.3160"
3618,"80221.8450"
3619,"80238.5960"
3620,"80255.2660"
3621,"80438.0220"
3622,"80454.6530"
3623,"80471.3260"
3624,"80487.7380"
3625,"80503.9280"
3626,"80521.0760"
3627,"80537.2640"
3628,"80554.1700"
3629,"80570.9120"
3630,"80587.4590"
3631,"80603.6940"
3632,"80736.5010"
3633,"80752.9460"
3634,"80769.4320"
3635,"80786.2580"
3636,"80802.9350"
3637,"80819.3850"
3638,"80836.0100"
3639,"80852.4590"
3640,"80869.2890"
3641,"80885.7630"
3642,"81151.2810"
3643,"81167.7360"
3644,"81184.3910"
3645,"81367.1710"
3646,"81383.6570"
3647,"81400.2120"
3648,"81416.7720"
3649,"81599.3630"
3650,"81616.1090"
3651,"81632.4900"
3652,"81831.5980"
3653,"81848.2460"
3654,"81864.8720"
3655,"82047.4140"
3656,"82064.0460"
3657,"82080.6170"
3658,"82412.5400"
3659,"82429.5470"
3660,"82446.0430"
3661,"82462.5200"
3662,"82479.3700"
3663,"82495.7840"
3664,"82512.0760"
3665,"82528.6750"
3666,"82545.2940"
3667,"82794.1790"
3668,"82810.7210"
3669,"82827.4320"
3670,"83043.2040"
3671,"83059.7770"
3672,"83076.2680"
3673,"83093.0520"
3674,"83341.8820"
3675,"83358.3590"
3676,"83375.0960"
3677,"83391.5400"
3678,"83541.0200"
3679,"83557.4930"
3680,"83789.9250"
3681,"83806.5280"
3682,"83823.2760"
3683,"84022.2930"
3684,"84038.8440"
3685,"84055.4580"
3686,"84072.0300"
3687,"84088.6120"
3688,"84105.2710"
3689,"84121.8110"
3690,"84138.3800"
3691,"84155.1020"
3692,"84171.5730"
3693,"84188.1920"
3694,"84204.8070"
3695,"84221.3860"
3696,"84237.9850"
3697,"84254.6650"
3698,"84271.2630"
3699,"84287.8080"
3700,"84304.3420"
3701,"84321.0530"
3702,"84337.5400"
3703,"84354.1240"
3704,"84370.7740"
3705,"84387.4770"
3706,"84403.9090"
3707,"84420.5160"
3708,"84437.2790"
3709,"84453.8520"
3710,"84470.2520"
3711,"84486.8880"
3712,"84785.6600"
3713,"84802.2870"
3714,"84818.8570"
3715,"84835.4350"
3716,"84852.1010"
3717,"84868.5690"
3718,"84885.1000"
3719,"84901.7490"
3720,"84918.4160"
3721,"84935.2410"
3722,"84951.5290"
3723,"84968.1290"
3724,"84984.9380"
3725,"85001.5170"
3726,"85017.8660"
3727,"85034.7160"
3728,"85051.2450"
3729,"85067.6780"
3730,"85084.5440"
3731,"85100.9090"
3732,"85117.5060"
3733,"85134.1410"
3734,"85150.6560"
3735,"85167.3640"
3736,"85183.8830"
3737,"85200.6490"
3738,"85217.0670"
3739,"85233.6210"
3740,"85250.3360"
3741,"85266.9200"
3742,"85283.4680"
3743,"85300.0550"
3744,"85316.6840"
3745,"85333.2800"
3746,"85349.7880"
3747,"85366.4650"
3748,"85383.1320"
3749,"85399.6320"
3750,"85416.1980"
3751,"85432.8290"
3752,"85449.4210"
3753,"85466.0230"
3754,"85483.2690"
3755,"85499.3270"
3756,"85515.8090"
3757,"85532.4070"
3758,"85549.0000"
3759,"85565.6240"
3760,"85582.3270"
3761,"85598.7590"
3762,"85615.9880"
3763,"85632.1090"
3764,"85648.6200"
3765,"85665.1510"
3766,"85681.7010"
3767,"85698.3870"
3768,"85715.1270"
3769,"85731.6300"
3770,"85748.1160"
3771,"85764.7230"
3772,"85781.4090"
3773,"85797.9320"
3774,"85814.5680"
3775,"85831.2950"
3776,"85847.8090"
3777,"85864.2570"
3778,"85881.0790"
3779,"85897.4990"
3780,"85914.1640"
3781,"85930.7430"
3782,"85947.4590"
3783,"85963.9000"
3784,"85980.5170"
3785,"85997.1220"
3786,"86013.7170"
3787,"86030.3000"
3788,"86047.0740"
3789,"86063.4640"
3790,"86079.9780"
3791,"86096.6440"
3792,"86113.2680"
3793,"86129.9280"
3794,"86146.3930"
3795,"86163.2900"
3796,"86179.6420"
3797,"86196.3550"
3798,"86212.8660"
3799,"86229.4150"
3800,"86246.1330"
3801,"86262.6380"
3802,"86279.3210"
3803,"86295.7340"
3804,"86312.4290"
3805,"86329.0230"
3806,"86345.6120"
3807,"86362.1670"
3808,"86378.8980"
3809,"86395.6960"
3810,"86412.0660"
3811,"86428.5950"
3812,"86445.1740"
3813,"86461.7760"
3814,"86478.3680"
3815,"86494.9230"
3816,"86511.7530"
3817,"86528.1580"
3818,"86544.6780"
3819,"86561.3370"
3820,"86578.1630"
3821,"86594.4810"
3822,"86611.2080"
3823,"86627.6790"
3824,"86644.3050"
3825,"86660.8370"
3826,"86677.4980"
3827,"86697.7650"
3828,"86727.4320"
3829,"86743.9210"
3830,"86760.8000"
3831,"86777.3970"
3832,"86793.7310"
3833,"86810.3680"
3834,"86827.2780"
3835,"86843.4940"
3836,"86859.9880"
3837,"86876.6460"
3838,"86893.3300"
3839,"86909.8290"
3840,"86926.3230"
3841,"86943.3040"
3842,"86959.7030"
3843,"86976.3080"
3844,"86993.0370"
3845,"87009.4080"
3846,"87025.9950"
3847,"87042.5930"
3848,"87059.2590"
3849,"87075.7010"
3850,"87092.4220"
3851,"87108.9660"
3852,"87125.5660"
3853,"87142.1490"
3854,"87159.3840"
3855,"87175.5530"
3856,"87192.1150"
3857,"87208.5140"
3858,"87225.2940"
3859,"87241.7600"
3860,"87258.4910"
3861,"87275.1500"
3862,"87291.5480"
3863,"87308.1550"
3864,"87324.8120"
3865,"87341.3670"
3866,"87358.0090"
3867,"87374.5340"
3868,"87391.3090"
3869,"87407.6490"
3870,"87424.2650"
3871,"87440.8850"
3872,"87457.4780"
3873,"87474.1230"
3874,"87490.6480"
3875,"87507.6170"
3876,"87523.9310"
3877,"87541.0160"
3878,"87557.1460"
3879,"87573.6290"
3880,"87590.3880"
3881,"87606.8380"
3882,"87624.0390"
3883,"87640.0150"
3884,"87656.6810"
3885,"87673.3570"
3886,"87689.7820"
3887,"87706.3550"
3888,"87723.3660"
3889,"87739.6410"
3890,"87757.2410"
3891,"87772.7840"
3892,"87789.4270"
3893,"87806.1170"
