"study","analysis","participant","stimulus","viewingNumber","period","startIndex","endIndex","startTime","endTime","hullPeriod","timeStep","duration","pointCount","pointsX","pointsY","lastPointX","lastPointY","distance","distanceX","distanceY","centroidX","centroidY","centroidDistance","centroidDistanceX","centroidDistanceY","stimulusWidth","stimulusHeight","stimulusArea","area","areaDuration","averageArea","coverage","coverageDuration","averageCoverage"
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,52,65,"42650","47612",4962,598,382,14,"[186,127,223,213,283,257,189,220,206,242,184,186,162,155]","[298,515,121,217,159,113,455,190,229,64,206,181,254,271]","155","271",18.384776310850235,-7,17,201.80911603615215,282.0904707804136,1.774398068252297,-1.2111715056316257,1.2967467326211022,648,521,337608,1824,696768,4523.566312869377,0.005402715575460297,2.0638373498258336,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,54,66,"43148","47994",4846,382,464,13,"[223,213,283,257,189,220,206,242,184,186,162,155,116]","[121,217,159,113,455,190,229,64,206,181,254,271,474]","116","474",206.71236053995418,-39,203,200.46943386518575,280.25320873110417,2.273825005808062,-1.3396821709663982,-1.8372620493094587,648,521,337608,3765,1746960,4523.566312869377,0.011151986919741239,5.174521930759935,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,55,67,"44061","48458",4397,464,183,13,"[213,283,257,189,220,206,242,184,186,162,155,116,162]","[217,159,113,455,190,229,64,206,181,254,271,474,256]","162","256",222.80035906613796,46,-218,200.46943386518575,280.25320873110417,0,0,0,648,521,337608,2474,452742,4523.566312869377,0.007328025402241653,1.3410286486102225,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,55,68,"44061","48641",4580,183,265,14,"[213,283,257,189,220,206,242,184,186,162,155,116,162,170]","[217,159,113,455,190,229,64,206,181,254,271,474,256,237]","170","237",20.615528128088304,8,-19,200.46943386518575,280.25320873110417,0,0,0,648,521,337608,2145.5,568557.5,4523.566312869377,0.006355003435937537,1.6840759105234473,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,55,69,"44061","48906",4845,265,216,15,"[213,283,257,189,220,206,242,184,186,162,155,116,162,170,187]","[217,159,113,455,190,229,64,206,181,254,271,474,256,237,162]","187","162",76.90253571892151,17,-75,200.33970526407748,277.3925371422955,2.863611609307825,-0.129728601108269,-2.860671588808657,648,521,337608,703,151848,4523.566312869377,0.0020822966280419895,0.44977607165706973,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,56,70,"44492","49122",4630,216,797,15,"[283,257,189,220,206,242,184,186,162,155,116,162,170,187,192]","[159,113,455,190,229,64,206,181,254,271,474,256,237,162,147]","192","147",15.811388300841896,5,-15,200.376053477562,276.55722446674486,0.8361031387090403,0.03634821348452988,-0.8353126755506537,648,521,337608,2688.5,2142734.5,4523.566312869377,0.007963377645079501,6.3468119831283625,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,59,71,"45156","49919",4763,797,315,13,"[220,206,242,184,186,162,155,116,162,170,187,192,223]","[190,229,64,206,181,254,271,474,256,237,162,147,4]","223","4",146.32156368765337,31,-143,189.52930638314444,206.69817346263193,70.69610264877059,-10.846747094417566,-69.85905100411293,648,521,337608,1711.5,539122.5,4523.566312869377,0.005069488874671216,1.5968889955214332,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,60,72,"45438","50234",4796,315,249,13,"[206,242,184,186,162,155,116,162,170,187,192,223,173]","[229,64,206,181,254,271,474,256,237,162,147,4,175]","173","175",178.16004041310723,-50,171,187.87954707896023,204.92130308843997,2.4246595819668078,-1.6497593041842151,-1.776870374191958,648,521,337608,3703.5,922171.5,4523.566312869377,0.01096982298997654,2.7314859245041587,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,61,73,"45687","50483",4796,249,316,13,"[242,184,186,162,155,116,162,170,187,192,223,173,194]","[64,206,181,254,271,474,256,237,162,147,4,175,170]","194","170",21.587033144922902,21,-5,187.84420765824942,190.03323115846834,14.888113872034475,-0.03533942071081242,-14.88807192997163,648,521,337608,1002,316632,4523.566312869377,0.002967939148361413,0.9378687708822065,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,62,74,"46467","50799",4332,316,248,13,"[184,186,162,155,116,162,170,187,192,223,173,194,186]","[206,181,254,271,474,256,237,162,147,4,175,170,155]","186","155",17,-8,-15,173.76511337261203,216.9289412604892,30.35786747773655,-14.079094285637382,26.89571010202087,648,521,337608,1555,385640,4523.566312869377,0.004605933508684629,1.142271510153788,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,62,75,"46467","51047",4580,248,415,14,"[184,186,162,155,116,162,170,187,192,223,173,194,186,197]","[206,181,254,271,474,256,237,162,147,4,175,170,155,106]","197","106",50.21951811795888,11,-49,173.76511337261203,216.9289412604892,0,0,0,648,521,337608,1323.5,549252.5,4523.566312869377,0.003920227008838653,1.626894208668041,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,62,76,"46467","51462",4995,415,299,15,"[184,186,162,155,116,162,170,187,192,223,173,194,186,197,161]","[206,181,254,271,474,256,237,162,147,4,175,170,155,106,186]","161","186",87.72684879784524,-36,80,169.9607672609557,219.7361936512538,4.727971586497567,-3.8043461116563435,2.807252390764603,648,521,337608,2603.5,778446.5,4523.566312869377,0.007711606360038862,2.3057703016516196,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,64,77,"47014","51761",4747,299,315,14,"[162,155,116,162,170,187,192,223,173,194,186,197,161,196]","[254,271,474,256,237,162,147,4,175,170,155,106,186,68]","196","68",123.08127396155761,35,-118,171.46039066739013,211.15545306565383,8.710796712040109,1.4996234064344378,-8.580740585599983,648,521,337608,1899.5,598342.5,4523.566312869377,0.005626347716878747,1.7722995308168052,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,65,78,"47612","52076",4464,315,315,14,"[155,116,162,170,187,192,223,173,194,186,197,161,196,186]","[271,474,256,237,162,147,4,175,170,155,106,186,68,117]","186","117",50.00999900019995,-10,49,171.46039066739013,211.15545306565383,0,0,0,648,521,337608,2272,715680,4523.566312869377,0.00672969834838037,2.1198549797398165,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,65,79,"47612","52391",4779,315,299,15,"[155,116,162,170,187,192,223,173,194,186,197,161,196,186,119]","[271,474,256,237,162,147,4,175,170,155,106,186,68,117,304]","119","304",198.64037857394453,-67,187,159.00978111767162,243.6697083556987,34.81658333647563,-12.450609549718507,32.51425529004487,648,521,337608,4532.5,1355217.5,4523.566312869377,0.0134253335229023,4.014174723347788,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,66,80,"47994","52690",4696,299,266,15,"[116,162,170,187,192,223,173,194,186,197,161,196,186,119,129]","[474,256,237,162,147,4,175,170,155,106,186,68,117,304,269]","129","269",36.40054944640259,10,-35,158.8472375244223,243.22675657015262,0.47183334348567135,-0.16254359324932466,-0.44295178554608583,648,521,337608,6745.5,1794303,4523.566312869377,0.019980272979313287,5.314752612497334,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,66,81,"47994","52956",4962,266,215,16,"[116,162,170,187,192,223,173,194,186,197,161,196,186,119,129,98]","[474,256,237,162,147,4,175,170,155,106,186,68,117,304,269,363]","98","363",98.97979591815695,-31,94,152.4171337069656,261.34314435675526,19.223676587423043,-6.430103817456711,18.116387786602644,648,521,337608,9312,2002080,4523.566312869377,0.027582284779981515,5.930191227696026,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,67,82,"48458","53171",4713,215,249,16,"[162,170,187,192,223,173,194,186,197,161,196,186,119,129,98,168]","[256,237,162,147,4,175,170,155,106,186,68,117,304,269,363,169]","168","169",206.24257562394823,70,-194,168.65621712602567,187.7073661079552,75.40514351552982,16.23908341906008,-73.63577824880005,648,521,337608,2334,581166,4523.566312869377,0.00691334328570413,1.7214224781403284,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,67,83,"48458","53420",4962,249,548,17,"[162,170,187,192,223,173,194,186,197,161,196,186,119,129,98,168,190]","[256,237,162,147,4,175,170,155,106,186,68,117,304,269,363,169,92]","190","92",80.0812087820857,22,-77,168.65621712602567,187.7073661079552,0,0,0,648,521,337608,1608,881184,4523.566312869377,0.004762920309945262,2.6100803298500033,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,70,84,"49122","53968",4846,548,730,15,"[192,223,173,194,186,197,161,196,186,119,129,98,168,190,180]","[147,4,175,170,155,106,186,68,117,304,269,363,169,92,139]","180","139",48.05205510693585,-10,47,171.59013141581949,174.54329558916714,13.487053261683275,2.933914289793819,-13.164070518788066,648,521,337608,905,660650,4523.566312869377,0.0026806236819032726,1.956855287789389,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,71,85,"49919","54698",4779,730,332,15,"[223,173,194,186,197,161,196,186,119,129,98,168,190,180,220]","[4,175,170,155,106,186,68,117,304,269,363,169,92,139,86]","220","86",66.40030120413611,40,-53,177.06958056131816,162.7249922502802,13.02676693381948,5.479449145498677,-11.818303338886949,648,521,337608,1483.5,492522,4523.566312869377,0.0043941494277386795,1.4588576100092416,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,72,86,"50234","55030",4796,332,1145,15,"[173,194,186,197,161,196,186,119,129,98,168,190,180,220,201]","[175,170,155,106,186,68,117,304,269,363,169,92,139,86,133]","201","133",50.695167422546305,-19,47,170.99353237991693,181.33651138802932,19.578227859474698,-6.076048181401234,18.611519137749127,648,521,337608,569,651505,4523.566312869377,0.0016853866022132178,1.9297676595341344,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,76,87,"51462","56175",4713,1145,233,12,"[161,196,186,119,129,98,168,190,180,220,201,209]","[186,68,117,304,269,363,169,92,139,86,133,68]","209","68",65.49045732013177,8,-65,172.10399334442596,171.42671935662784,9.9718153642818,1.1104609645090306,-9.90979203140148,648,521,337608,51,11883,4523.566312869377,0.00015106277102438332,0.03519762564868131,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,76,88,"51462","56408",4946,233,182,13,"[161,196,186,119,129,98,168,190,180,220,201,209,186]","[186,68,117,304,269,363,169,92,139,86,133,68,201]","186","201",134.97407158413796,-23,133,170.6974631096896,185.82045504107,14.462294225150144,-1.4065302347363513,14.393735684442163,648,521,337608,1886,343252,4523.566312869377,0.005586360512784057,1.0167176133266984,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,77,89,"51761","56590",4829,182,348,13,"[196,186,119,129,98,168,190,180,220,201,209,186,180]","[68,117,304,269,363,169,92,139,86,133,68,201,322]","180","322",121.1486689980538,-6,121,168.06273969542391,227.4658127614154,41.72861832274359,-2.634723414265693,41.6453577203454,648,521,337608,57.5,20010,4523.566312869377,0.00017031586929219686,0.05926992251368451,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,78,90,"52076","56938",4862,348,730,13,"[186,119,129,98,168,190,180,220,201,209,186,180,104]","[117,304,269,363,169,92,139,86,133,68,201,322,380]","104","380",95.60334722173695,-76,58,165.26644590816926,237.91711958151868,10.818921997711977,-2.7962937872546547,10.45130682010327,648,521,337608,8436.5,6158645,4523.566312869377,0.024989040544062938,18.241999597165943,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,80,91,"52690","57668",4978,730,249,12,"[129,98,168,190,180,220,201,209,186,180,104,164]","[269,363,169,92,139,86,133,68,201,322,380,229]","164","229",162.48384535085327,60,-151,165.26644590816926,237.91711958151868,0,0,0,648,521,337608,8020,1996980,4523.566312869377,0.023755361247363806,5.915084950593587,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,81,92,"52956","57917",4961,249,349,12,"[98,168,190,180,220,201,209,186,180,104,164,218]","[363,169,92,139,86,133,68,201,322,380,229,62]","218","62",175.5135322418189,54,-167,165.9140133506219,236.52420400518656,1.5360850872634892,0.6475674424526403,-1.3929155763321148,648,521,337608,7152,2496048,4523.566312869377,0.021184332124831166,7.393331911566077,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,83,93,"53420","58266",4846,349,1079,11,"[190,180,220,201,209,186,180,104,164,218,195]","[92,139,86,133,68,201,322,380,229,62,157]","195","157",97.74456506629922,-23,95,170.48954179213803,231.09687745856053,7.098685368632327,4.575528441516127,-5.427326546626034,648,521,337608,6284,6780436,4523.566312869377,0.018613303002298524,20.083753939480108,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,85,94,"54698","59345",4647,1079,913,10,"[220,201,209,186,180,104,164,218,195,252]","[86,133,68,201,322,380,229,62,157,135]","252","135",61.09828148156051,57,-22,186.2822721279401,218.52781676661988,20.183944563366467,15.792730335802077,-12.56906069194065,648,521,337608,4220.5,3853316.5,4523.566312869377,0.01250118480604725,11.41358172792114,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,87,95,"56175","60258",4083,913,613,9,"[209,186,180,104,164,218,195,252,195]","[68,201,322,380,229,62,157,135,54]","195","54",99.04544411531506,-57,-81,183.75453702713304,209.6529575355653,9.227815077844099,-2.527735100807064,-8.874859231054586,648,521,337608,3940.5,2415526.5,4523.566312869377,0.011671820572972204,7.154826011231961,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,87,96,"56175","60871",4696,613,249,10,"[209,186,180,104,164,218,195,252,195,183]","[68,201,322,380,229,62,157,135,54,201]","183","201",147.48898263938224,-12,147,183.75453702713304,209.6529575355653,0,0,0,648,521,337608,2827.5,704047.5,4523.566312869377,0.008375097746498899,2.0853993388782257,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,87,97,"56175","61120",4945,249,316,11,"[209,186,180,104,164,218,195,252,195,183,239]","[68,201,322,380,229,62,157,135,54,201,43]","239","43",167.6305461424021,56,-158,187.11153973784636,200.26299153807864,9.972007251987542,3.357002710713317,-9.389965997486655,648,521,337608,1157.5,365770,4523.566312869377,0.003428532499229876,1.0834162697566407,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,89,98,"56590","61436",4846,316,614,10,"[180,104,164,218,195,252,195,183,239,235]","[322,380,229,62,157,135,54,201,43,63]","235","63",20.396078054371138,-4,20,187.11153973784636,200.26299153807864,0,0,0,648,521,337608,5629.5,3456513,4523.566312869377,0.016674664107485606,10.238243761996163,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,91,99,"57668","62050",4382,614,232,9,"[164,218,195,252,195,183,239,235,184]","[229,62,157,135,54,201,43,63,263]","184","263",206.40009689920205,-51,200,207.6998468606432,143.0260336906585,60.8271956760293,20.588307122796834,-57.23695784742014,648,521,337608,131,30392,4523.566312869377,0.0003880239804743963,0.09002156347005995,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,91,100,"57668","62282",4614,232,183,10,"[164,218,195,252,195,183,239,235,184,161]","[229,62,157,135,54,201,43,63,263,320]","161","320",61.465437442517235,-23,57,204.37205808029069,156.75728394049912,14.128744161827983,-3.327788780352506,13.731250249840627,648,521,337608,830,151890,4523.566312869377,0.002458472548043885,0.449900476292031,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,91,101,"57668","62465",4797,183,481,11,"[164,218,195,252,195,183,239,235,184,161,174]","[229,62,157,135,54,201,43,63,263,320,295]","174","295",28.178005607210743,13,-25,204.3259283414177,157.25137569803937,0.49624048371500307,-0.046129738872991766,0.4940917575402466,648,521,337608,276,132756,4523.566312869377,0.000817516172602545,0.39322527902182414,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,93,102,"58266","62946",4680,481,2423,10,"[195,252,195,183,239,235,184,161,174,236]","[157,135,54,201,43,63,263,320,295,101]","236","101",203.66639388961548,62,-194,207.52595523976555,152.7342717093133,5.5357384868791195,3.2000268983478577,-4.517103988726063,648,521,337608,3992.5,9673827.5,4523.566312869377,0.011825845359114713,28.65402330513495,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,96,103,"60871","65369",4498,2423,381,8,"[183,239,235,184,161,174,236,192]","[201,43,63,263,320,295,101,15]","192","15",96.60227740586657,-44,-86,199.71706596872693,136.84044694986915,17.708540796216447,-7.808889271038623,-15.893824759444158,648,521,337608,4352,1658112,4523.566312869377,0.01289068979408071,4.9113528115447505,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,96,104,"60871","65750",4879,381,565,9,"[183,239,235,184,161,174,236,192,174]","[201,43,63,263,320,295,101,15,110]","174","110",96.6902270139025,-18,95,196.9861389967132,138.1454661729056,3.026720551845956,-2.7309269720137195,1.305019223036453,648,521,337608,5598.5,3163152.5,4523.566312869377,0.016582841638823724,9.369305525935404,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,98,105,"61436","66315",4879,565,282,8,"[235,184,161,174,236,192,174,207]","[63,263,320,295,101,15,110,55]","207","55",64.1404708432983,33,-55,195.42213727248415,143.56296506048736,5.638740603214608,-1.5640017242290583,5.417498887581758,648,521,337608,1953.5,550887,4523.566312869377,0.005786296533257506,1.6317356223786166,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,99,106,"62050","66597",4547,282,249,8,"[184,161,174,236,192,174,207,176]","[263,320,295,101,15,110,55,167]","176","167",116.21101496846157,-31,112,193.352735125576,150.3506776173715,7.096158608748168,-2.0694021469081463,6.787712556884145,648,521,337608,6893.5,1716481.5,4523.566312869377,0.02041865121679581,5.084244152982157,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,99,107,"62050","66846",4796,249,216,9,"[184,161,174,236,192,174,207,176,233]","[263,320,295,101,15,110,55,167,14]","233","14",163.27277789025334,57,-153,197.50932838504582,133.8637350940031,17.00283921271749,4.156593259469815,-16.486942523368413,648,521,337608,3545.5,765828,4523.566312869377,0.010501824601312765,2.268394113883557,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,100,108,"62282","67062",4780,216,331,9,"[161,174,236,192,174,207,176,233,211]","[320,295,101,15,110,55,167,14,114]","211","114",102.39140588936164,-22,100,197.50932838504582,133.8637350940031,0,0,0,648,521,337608,4778.5,1581683.5,4523.566312869377,0.01415398924196109,4.684970439089121,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,101,109,"62465","67393",4928,331,648,9,"[174,236,192,174,207,176,233,211,236]","[295,101,15,110,55,167,14,114,51]","236","51",67.77905281132217,25,-63,200.97931605953406,120.90620518213979,13.41411181845196,3.4699876744882374,-12.957529911863304,648,521,337608,2967.5,1922940,4523.566312869377,0.008789779863036421,5.695777351247601,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,103,110,"65369","68041",2672,648,4563,8,"[192,174,207,176,233,211,236,226]","[15,110,55,167,14,114,51,151]","226","151",100.4987562112089,-10,100,205.28230008984727,88.8397124887691,32.353912054327004,4.302984030313212,-32.06649269337069,648,521,337608,137.5,627412.5,4523.566312869377,0.0004072770787422099,1.8584053103007039,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,110,111,"68041","72604",4563,4563,333,2,"[226,262]","[151,4]","262","4",151.34397906755325,36,-147,null,null,null,null,null,648,521,337608,0,0,4523.566312869377,0,0,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,110,112,"68041","72937",4896,333,547,3,"[226,262,231]","[151,4,163]","231","163",161.99382704288456,-31,159,239.66666666666666,106,null,null,null,648,521,337608,583.5,319174.5,4523.566312869377,0.0017283358214260326,0.9453996943200398,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,113,"72604","73484",880,547,697,3,"[262,231,145]","[4,163,396]","145","396",248.3646512690564,-86,233,212.66666666666666,187.66666666666666,86.01421071220989,-27,81.66666666666666,648,521,337608,3225.5,2248173.5,4523.566312869377,0.009553979763512714,6.659123895168362,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,114,"72604","74181",1577,697,183,4,"[262,231,145,133]","[4,163,396,421]","133","421",27.730849247724095,-12,25,205.6054272985014,206.2564601053058,19.885711491063056,-7.061239368165246,18.589793438639134,648,521,337608,4115,753045,4523.566312869377,0.012188692211085045,2.230530674628563,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,115,"72604","74364",1760,183,215,5,"[262,231,145,133,175]","[4,163,396,421,263]","175","263",163.48700254148645,42,-158,201.5725956628822,212.22009971766684,7.199217209348035,-4.032831635619203,5.96363961236105,648,521,337608,5549,1193035,4523.566312869377,0.01643622189047653,3.533787706452454,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,116,"72604","74579",1975,215,481,6,"[262,231,145,133,175,102]","[4,163,396,421,263,453]","102","453",203.54115063052976,-73,190,184.96879832442696,250.90520093174388,42.09778072535271,-16.60379733845525,38.68510121407704,648,521,337608,6737.5,3240737.5,4523.566312869377,0.019956576858368286,9.599113468875146,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,117,"72604","75060",2456,481,548,7,"[262,231,145,133,175,102,94]","[4,163,396,421,263,453,505]","94","505",52.61178575186362,-8,52,179.31554276613457,266.614978101133,16.695999434571828,-5.653255558292386,15.709777169389099,648,521,337608,4373.5,2396678,4523.566312869377,0.0129543731191204,7.098996469277979,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,118,"72604","75608",3004,548,299,8,"[262,231,145,133,175,102,94,123]","[4,163,396,421,263,453,505,386]","123","386",122.48265183282079,29,-119,178.20315591861586,267.55724119268694,1.4578286018038775,-1.1123868475187066,0.9422630915539685,648,521,337608,7105,2124395,4523.566312869377,0.021045117414279283,6.292490106869506,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,119,"72604","75907",3303,299,398,9,"[262,231,145,133,175,102,94,123,88]","[4,163,396,421,263,453,505,386,471]","88","471",91.92388155425118,-35,85,172.75480483160777,278.573842675235,12.290241567706587,-5.448351087008092,11.016601482548083,648,521,337608,7882.5,3137235,4523.566312869377,0.023348084168621597,9.292537499111395,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,120,"72604","76305",3701,398,282,10,"[262,231,145,133,175,102,94,123,88,95]","[4,163,396,421,263,453,505,386,471,500]","95","500",29.832867780352597,7,29,172.75480483160777,278.573842675235,0,0,0,648,521,337608,3725,1050450,4523.566312869377,0.011033506315016232,3.1114487808345777,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,121,"72604","76587",3983,282,349,11,"[262,231,145,133,175,102,94,123,88,95,205]","[4,163,396,421,263,453,505,386,471,500,104]","205","104",410.9939172299269,110,-396,176.32417449225872,253.62979943297393,25.19812876080617,3.569369660650949,-24.944043242261102,648,521,337608,9511,3319339,4523.566312869377,0.028171725788488425,9.83193230018246,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,111,122,"72604","76936",4332,349,1311,12,"[262,231,145,133,175,102,94,123,88,95,205,85]","[4,163,396,421,263,453,505,386,471,500,104,343]","85","343",267.4341040331244,-120,239,159.36413438425848,271.27938258147464,24.477555960120224,-16.960040108000243,17.64958314850071,648,521,337608,8699.5,11405044.5,4523.566312869377,0.025768050520129853,33.78191423189024,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,113,123,"73484","78247",4763,1311,564,11,"[145,133,175,102,94,123,88,95,205,85,93]","[396,421,263,453,505,386,471,500,104,343,329]","93","329",16.1245154965971,8,-14,133.66204721399217,323.06419446302846,57.81231725606478,-25.70208717026631,51.78481188155382,648,521,337608,8754.5,4937538,4523.566312869377,0.025930961351626737,14.62506220231748,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,114,124,"74181","78811",4630,564,299,11,"[133,175,102,94,123,88,95,205,85,93,154]","[421,263,453,505,386,471,500,104,343,329,70]","154","70",266.08645211660064,61,-259,138.3418200474572,269.8914256397101,53.378306624610076,4.679772833465023,-53.172768823318336,648,521,337608,1820.5,544329.5,4523.566312869377,0.005392348522546859,1.612312208241511,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,114,125,"74181","79110",4929,299,216,12,"[133,175,102,94,123,88,95,205,85,93,154,191]","[421,263,453,505,386,471,500,104,343,329,70,53]","191","53",40.718546143004666,37,-17,140.29681280331533,261.4518785102786,8.663022130027912,1.954992755858143,-8.439547129431503,648,521,337608,4494.5,970812,4523.566312869377,0.013312776948413544,2.8755598208573256,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,115,126,"74364","79326",4962,216,348,12,"[175,102,94,123,88,95,205,85,93,154,191,83]","[263,453,505,386,471,500,104,343,329,70,53,463]","83","463",423.985848820453,-108,410,139.7945314272748,256.61229294304513,4.865580648113012,-0.5022813760405427,-4.839585567233485,648,521,337608,419.5,145986,4523.566312869377,0.001242565342053506,0.4324127390346201,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,117,127,"75060","79674",4614,348,299,11,"[94,123,88,95,205,85,93,154,191,83,71]","[505,386,471,500,104,343,329,70,53,463,498]","71","498",37,-12,35,134.40004887585533,262.5433620478983,8.017357589886638,-5.394482551419458,5.931069104853179,648,521,337608,2758,824642,4523.566312869377,0.0081692376957892,2.442602071040971,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,117,128,"75060","79973",4913,299,3153,12,"[94,123,88,95,205,85,93,154,191,83,71,226]","[505,386,471,500,104,343,329,70,53,463,498,15]","226","15",507.26127390132984,155,-483,138.98249102103642,248.6240807251582,14.654186042067085,4.582442145181091,-13.919281322740119,648,521,337608,3339,10527867,4523.566312869377,0.009890168479419918,31.183701215611002,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,123,129,"78247","83126",4879,3153,398,7,"[93,154,191,83,71,226,207]","[329,70,53,463,498,15,22]","207","22",20.248456731316587,-19,7,144.39527076645476,208.35046474056355,40.635727248900174,5.412779745418334,-40.27361598459464,648,521,337608,214,85172,4523.566312869377,0.0006338712352787849,0.25228075164095637,0.013398871806560795
