"study","analysis","participant","stimulus","viewingNumber","period","startIndex","endIndex","startTime","endTime","hullPeriod","timeStep","duration","pointCount","pointsX","pointsY","lastPointX","lastPointY","distance","distanceX","distanceY","centroidX","centroidY","centroidDistance","centroidDistanceX","centroidDistanceY","stimulusWidth","stimulusHeight","stimulusArea","area","areaDuration","averageArea","coverage","coverageDuration","averageCoverage"
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,124,130,"78811","83524",4713,398,4331,7,"[154,191,83,71,226,207,208]","[70,53,463,498,15,22,14]","208","14",8.06225774829855,1,-8,151.76801281125077,189.89990608293598,19.869082516252693,7.372742044796013,-18.450558657627568,648,521,337608,5801.5,25126296.5,4523.566312869377,0.01718413070780313,74.42447009549537,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,129,131,"83126","87855",4729,4331,581,3,"[207,208,198]","[22,14,141]","198","141",127.39309243440164,-10,127,204.33333333333334,59,141.05991044272903,52.56532052208257,-130.89990608293598,648,521,337608,23.5,13653.5,4523.566312869377,0.00006960735527594133,0.04044187341532191,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,130,132,"83524","88436",4912,581,697,3,"[208,198,363]","[14,141,58]","363","58",184.69975636150687,165,-83,256.3333333333333,71,53.36665625650531,51.99999999999997,12,648,521,337608,10062.5,7013562.5,4523.566312869377,0.02980527712613445,20.774278156915713,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,133,"87855","89133",1278,697,249,3,"[198,363,377]","[141,58,178]","377","178",120.81390648431164,14,120,312.6666666666667,125.66666666666667,78.4976998955313,56.33333333333337,54.66666666666667,648,521,337608,10481,2609769,4523.566312869377,0.031044880453069832,7.730175232814388,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,134,"87855","89382",1527,249,299,4,"[198,363,377,391]","[141,58,178,196]","391","196",22.80350850198276,14,18,317.3333333333333,131.66666666666666,7.601169500660886,4.666666666666629,5.999999999999986,648,521,337608,11833,3538067,4523.566312869377,0.035049524892775054,10.479807942939741,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,135,"87855","89681",1826,299,282,5,"[198,363,377,391,398]","[141,58,178,196,181]","398","181",16.55294535724685,7,-15,320.82275931520644,132.3645518630413,3.5585302345617498,3.4894259818731257,0.6978851963746422,648,521,337608,10193,2874426,4523.566312869377,0.030191820099049787,8.51409326793204,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,136,"87855","89963",2108,282,548,6,"[198,363,377,391,398,383]","[141,58,178,196,181,229]","383","229",50.28916384272063,-15,48,321.70259481037925,144.07385229540918,11.742309275181634,0.8798354951728129,11.709300432367883,648,521,337608,15293,8380564,4523.566312869377,0.04529809720148811,24.823357266415485,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,137,"87855","90511",2656,548,199,7,"[198,363,377,391,398,383,323]","[141,58,178,196,181,229,340]","323","340",126.17844506887855,-60,111,312.82253933406514,184.44003490106672,41.33139343665667,-8.880055476314112,40.36618260565754,648,521,337608,28200.5,5611899.5,4523.566312869377,0.08353030733868866,16.622531160399042,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,138,"87855","90710",2855,199,548,8,"[198,363,377,391,398,383,323,445]","[141,58,178,196,181,229,340,0]","445","0",361.22569122364484,122,-340,328.2445509143667,162.90172526261333,26.490323200460388,15.422011580301557,-21.5383096384534,648,521,337608,5188.5,2843298,4523.566312869377,0.015368415440392408,8.42189166133504,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,139,"87855","91258",3403,548,713,9,"[198,363,377,391,398,383,323,445,397]","[141,58,178,196,181,229,340,0,156]","397","156",163.21764610482532,-48,156,328.2445509143667,162.90172526261333,0,0,0,648,521,337608,10693.5,7624465.5,4523.566312869377,0.03167430866567143,22.58378207862373,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,140,"87855","91971",4116,713,216,10,"[198,363,377,391,398,383,323,445,397,373]","[141,58,178,196,181,229,340,0,156,182]","373","182",35.38361202590826,-24,26,328.2445509143667,162.90172526261333,0,0,0,648,521,337608,13460.5,2907468,4523.566312869377,0.03987020449752376,8.611964171465132,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,131,141,"87855","92187",4332,216,730,11,"[198,363,377,391,398,383,323,445,397,373,322]","[141,58,178,196,181,229,340,0,156,182,316]","322","316",143.37712509323097,-51,134,328.2445509143667,162.90172526261333,0,0,0,648,521,337608,26231,19148630,4523.566312869377,0.07769661856354115,56.71853155138504,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,132,142,"88436","92917",4481,730,249,11,"[363,377,391,398,383,323,445,397,373,322,343]","[58,178,196,181,229,340,0,156,182,316,109]","343","109",208.06249061279644,21,-207,374.0388505180069,151.49131516197994,47.19444177922434,45.794299603640184,-11.410410100633385,648,521,337608,8182,2037318,4523.566312869377,0.02423520769650008,6.03456671642852,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,132,143,"88436","93166",4730,249,382,12,"[363,377,391,398,383,323,445,397,373,322,343,227]","[58,178,196,181,229,340,0,156,182,316,109,480]","227","480",388.711975632344,-116,371,345.7005564579786,210.03116947505072,65.03824608050392,-28.33829406002826,58.53985431307078,648,521,337608,7430,2838260,4523.566312869377,0.02200777232766996,8.406969029169924,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,133,144,"89133","93548",4415,382,382,12,"[377,391,398,383,323,445,397,373,322,343,227,250]","[178,196,181,229,340,0,156,182,316,109,480,359]","250","359",123.1665539016173,23,-121,336.12628317593044,229.62197170480422,21.80518839369788,-9.574273282048182,19.590802229753507,648,521,337608,1918,732676,4523.566312869377,0.005681144996564062,2.170197388687472,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,133,145,"89133","93930",4797,382,464,13,"[377,391,398,383,323,445,397,373,322,343,227,250,309]","[178,196,181,229,340,0,156,182,316,109,480,359,167]","309","167",200.8606482116395,59,-192,334.18327335168067,228.63811069555194,2.1779048791574986,-1.9430098242497706,-0.9838610092522799,648,521,337608,8770.5,4069512,4523.566312869377,0.025978353593516742,12.053956067391768,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,135,146,"89681","94394",4713,464,315,12,"[398,383,323,445,397,373,322,343,227,250,309,234]","[181,229,340,0,156,182,316,109,480,359,167,434]","234","434",277.33373397406956,-75,267,333.8228608254973,229.3638632568767,0.8103172028899097,-0.3604125261833815,0.7257525613247537,648,521,337608,3454.5,1088167.5,4523.566312869377,0.010232281225563375,3.223168586052463,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,136,147,"89963","94709",4746,315,299,12,"[383,323,445,397,373,322,343,227,250,309,234,394]","[229,340,0,156,182,316,109,480,359,167,434,0]","394","0",462.5537806569091,160,-434,338.7839652763389,211.30197790988638,18.730837131852496,4.961104450841617,-18.061885346990323,648,521,337608,10440,3121560,4523.566312869377,0.0309234378332267,9.246107912134784,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,137,148,"90511","95008",4497,299,166,12,"[323,445,397,373,322,343,227,250,309,234,394,314]","[340,0,156,182,316,109,480,359,167,434,0,203]","314","203",218.1948670340345,-80,203,335.8242970345467,211.70657200880592,2.9871947519962365,-2.959668241792201,0.4045940989195458,648,521,337608,2213,367358,4523.566312869377,0.0065549394564109855,1.0881199497642235,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,137,149,"90511","95174",4663,166,216,13,"[323,445,397,373,322,343,227,250,309,234,394,314,234]","[340,0,156,182,316,109,480,359,167,434,0,203,431]","234","431",241.6278129686233,-80,228,335.70806486437345,211.95188013500155,0.27145164239840436,-0.11623217017324805,0.24530812619562425,648,521,337608,8719,1883304,4523.566312869377,0.025825809814933296,5.578374920025592,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,137,150,"90511","95390",4879,216,332,14,"[323,445,397,373,322,343,227,250,309,234,394,314,234,317]","[340,0,156,182,316,109,480,359,167,434,0,203,431,147]","317","147",295.8800432607782,83,-284,335.7345304647354,211.29032130555086,0.6620879947761312,0.02646560036197343,-0.6615588294506836,648,521,337608,142.5,47310,4523.566312869377,0.0004220871543328357,0.14013293523850145,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,139,151,"91258","95722",4464,332,199,13,"[397,373,322,343,227,250,309,234,394,314,234,317,323]","[156,182,316,109,480,359,167,434,0,203,431,147,98]","323","98",49.36598018878993,6,-49,324.8682182651255,217.9768952410705,12.758801347092215,-10.866312199609922,6.686573935519647,648,521,337608,8466.5,1684833.5,4523.566312869377,0.025077900997606692,4.990502298523731,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,139,152,"91258","95921",4663,199,1062,14,"[397,373,322,343,227,250,309,234,394,314,234,317,323,263]","[156,182,316,109,480,359,167,434,0,203,431,147,98,268]","263","268",180.27756377319946,-60,170,321.4199493204331,220.65085658167533,4.363556802194658,-3.4482689446924155,2.6739613406048193,648,521,337608,436.5,463563,4523.566312869377,0.0012929195990616336,1.3730806142034548,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,141,153,"92187","96983",4796,1062,348,13,"[322,343,227,250,309,234,394,314,234,317,323,263,333]","[316,109,480,359,167,434,0,203,431,147,98,268,111]","333","111",171.89822570346675,70,-157,307.31246398479965,238.66719618745034,22.88251811505303,-14.107485335633442,18.016339605775016,648,521,337608,1173,408204,4523.566312869377,0.003474443733560816,1.209106419279164,0.013398871806560795
"Hazard Identification - Separate","5 Second Period","001_waelA","Mapping 1",1,5000,142,154,"92917","97331",4414,348,0,13,"[343,227,250,309,234,394,314,234,317,323,263,333,277]","[109,480,359,167,434,0,203,431,147,98,268,111,236]","277","236",136.97079980784227,-56,125,302.1134694098832,218.92076658263534,20.419378705727688,-5.198994574916469,-19.746429604815006,648,521,337608,1618,0,4523.566312869377,0.004792540461126513,0,0.013398871806560795
